Gap_ID,Initiative_ID,Initiative_Name,Factor_ID,Card_ID,Topic,Sub_Topic,Gap_Type,Calculation_Readiness,Gap_Status,Gap_Note
GAP-0220,INIT-0153,Complete a circularity audit covering the top three waste streams by volume and identify at least one viable circular option per stream within 90 days,CPF-0153,CARD-0610,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0221,INIT-0153,Complete a circularity audit covering the top three waste streams by volume and identify at least one viable circular option per stream within 90 days,CTF-0153,CARD-0611,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0222,INIT-0153,Complete a circularity audit covering the top three waste streams by volume and identify at least one viable circular option per stream within 90 days,CEF-0153,CARD-0612,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0223,INIT-0154,Train operational teams to reduce production waste and measure pre/post-training waste performance,CCF-0154,CARD-0613,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0224,INIT-0154,Train operational teams to reduce production waste and measure pre/post-training waste performance,CPF-0154,CARD-0614,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0225,INIT-0154,Train operational teams to reduce production waste and measure pre/post-training waste performance,CTF-0154,CARD-0615,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0226,INIT-0154,Train operational teams to reduce production waste and measure pre/post-training waste performance,CEF-0154,CARD-0616,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0227,INIT-0155,Quantify your food waste,CCF-0155,CARD-0617,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0228,INIT-0155,Quantify your food waste,CPF-0155,CARD-0618,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0229,INIT-0155,Quantify your food waste,CTF-0155,CARD-0619,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0230,INIT-0155,Quantify your food waste,CEF-0155,CARD-0620,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0231,INIT-0156,Extend the life of your cooking oil,CCF-0156,CARD-0621,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0232,INIT-0156,Extend the life of your cooking oil,CPF-0156,CARD-0622,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0233,INIT-0156,Extend the life of your cooking oil,CTF-0156,CARD-0623,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0234,INIT-0156,Extend the life of your cooking oil,CEF-0156,CARD-0624,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0235,INIT-0157,Recycle your used cooking oil at end of life,CCF-0157,CARD-0625,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0236,INIT-0157,Recycle your used cooking oil at end of life,CPF-0157,CARD-0626,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0237,INIT-0157,Recycle your used cooking oil at end of life,CTF-0157,CARD-0627,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0238,INIT-0157,Recycle your used cooking oil at end of life,CEF-0157,CARD-0628,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0239,INIT-0158,Process food waste on-site,CCF-0158,CARD-0629,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0240,INIT-0158,Process food waste on-site,CPF-0158,CARD-0630,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0241,INIT-0158,Process food waste on-site,CTF-0158,CARD-0631,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0242,INIT-0158,Process food waste on-site,CEF-0158,CARD-0632,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0243,INIT-0159,Recycle and responsibly dispose of staff uniforms at end-of-life,CCF-0159,CARD-0633,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0244,INIT-0159,Recycle and responsibly dispose of staff uniforms at end-of-life,CPF-0159,CARD-0634,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0245,INIT-0159,Recycle and responsibly dispose of staff uniforms at end-of-life,CTF-0159,CARD-0635,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0246,INIT-0159,Recycle and responsibly dispose of staff uniforms at end-of-life,CEF-0159,CARD-0636,Nature & Resources,Waste & Circularity – Waste Management,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0247,INIT-0160,Switch to lower-impact takeaway packaging,CCF-0160,CARD-0637,Nature & Resources,Waste & Circularity – Packaging,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0248,INIT-0160,Switch to lower-impact takeaway packaging,CPF-0160,CARD-0638,Nature & Resources,Waste & Circularity – Packaging,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0249,INIT-0160,Switch to lower-impact takeaway packaging,CTF-0160,CARD-0639,Nature & Resources,Waste & Circularity – Packaging,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0250,INIT-0160,Switch to lower-impact takeaway packaging,CEF-0160,CARD-0640,Nature & Resources,Waste & Circularity – Packaging,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0251,INIT-0161,"Support and encourage employees in choosing low-carbon commuting alternatives (e.g. cycle to work, public transport)",CCF-0161,CARD-0641,Supply Chain,Transport and Distribution,MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0252,INIT-0161,"Support and encourage employees in choosing low-carbon commuting alternatives (e.g. cycle to work, public transport)",CCF-0161,CARD-0641,Supply Chain,Transport and Distribution,MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0253,INIT-0161,"Support and encourage employees in choosing low-carbon commuting alternatives (e.g. cycle to work, public transport)",CCF-0161,CARD-0641,Supply Chain,Transport and Distribution,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0254,INIT-0161,"Support and encourage employees in choosing low-carbon commuting alternatives (e.g. cycle to work, public transport)",CPF-0161,CARD-0642,Supply Chain,Transport and Distribution,MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0255,INIT-0161,"Support and encourage employees in choosing low-carbon commuting alternatives (e.g. cycle to work, public transport)",CPF-0161,CARD-0642,Supply Chain,Transport and Distribution,MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0256,INIT-0161,"Support and encourage employees in choosing low-carbon commuting alternatives (e.g. cycle to work, public transport)",CPF-0161,CARD-0642,Supply Chain,Transport and Distribution,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0257,INIT-0161,"Support and encourage employees in choosing low-carbon commuting alternatives (e.g. cycle to work, public transport)",CTF-0161,CARD-0643,Supply Chain,Transport and Distribution,MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0258,INIT-0161,"Support and encourage employees in choosing low-carbon commuting alternatives (e.g. cycle to work, public transport)",CTF-0161,CARD-0643,Supply Chain,Transport and Distribution,MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0259,INIT-0161,"Support and encourage employees in choosing low-carbon commuting alternatives (e.g. cycle to work, public transport)",CTF-0161,CARD-0643,Supply Chain,Transport and Distribution,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0260,INIT-0161,"Support and encourage employees in choosing low-carbon commuting alternatives (e.g. cycle to work, public transport)",CEF-0161,CARD-0644,Supply Chain,Transport and Distribution,MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0261,INIT-0161,"Support and encourage employees in choosing low-carbon commuting alternatives (e.g. cycle to work, public transport)",CEF-0161,CARD-0644,Supply Chain,Transport and Distribution,MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0262,INIT-0161,"Support and encourage employees in choosing low-carbon commuting alternatives (e.g. cycle to work, public transport)",CEF-0161,CARD-0644,Supply Chain,Transport and Distribution,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0263,INIT-0162,Transition company owned fleet vehicles to low-carbon alternatives at end of life,CCF-0162,CARD-0645,Supply Chain,Transport and Distribution,MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0264,INIT-0162,Transition company owned fleet vehicles to low-carbon alternatives at end of life,CCF-0162,CARD-0645,Supply Chain,Transport and Distribution,MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0265,INIT-0162,Transition company owned fleet vehicles to low-carbon alternatives at end of life,CCF-0162,CARD-0645,Supply Chain,Transport and Distribution,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0266,INIT-0162,Transition company owned fleet vehicles to low-carbon alternatives at end of life,CPF-0162,CARD-0646,Supply Chain,Transport and Distribution,MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0267,INIT-0162,Transition company owned fleet vehicles to low-carbon alternatives at end of life,CPF-0162,CARD-0646,Supply Chain,Transport and Distribution,MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0268,INIT-0162,Transition company owned fleet vehicles to low-carbon alternatives at end of life,CPF-0162,CARD-0646,Supply Chain,Transport and Distribution,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0269,INIT-0162,Transition company owned fleet vehicles to low-carbon alternatives at end of life,CTF-0162,CARD-0647,Supply Chain,Transport and Distribution,MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0270,INIT-0162,Transition company owned fleet vehicles to low-carbon alternatives at end of life,CTF-0162,CARD-0647,Supply Chain,Transport and Distribution,MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0271,INIT-0162,Transition company owned fleet vehicles to low-carbon alternatives at end of life,CTF-0162,CARD-0647,Supply Chain,Transport and Distribution,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0272,INIT-0162,Transition company owned fleet vehicles to low-carbon alternatives at end of life,CEF-0162,CARD-0648,Supply Chain,Transport and Distribution,MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0273,INIT-0162,Transition company owned fleet vehicles to low-carbon alternatives at end of life,CEF-0162,CARD-0648,Supply Chain,Transport and Distribution,MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0274,INIT-0162,Transition company owned fleet vehicles to low-carbon alternatives at end of life,CEF-0162,CARD-0648,Supply Chain,Transport and Distribution,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0275,INIT-0163,Reduce emissions from delivery and distribution by improving fleet efficiency before the journey,,,Supply Chain,Transport and Distribution,MISSING_CASE,DISPLAY_ONLY,OPEN,No case narrative or case source URL in Consolidate.
GAP-0276,INIT-0163,Reduce emissions from delivery and distribution by improving fleet efficiency before the journey,CCF-0163,CARD-0649,Supply Chain,Transport and Distribution,MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0277,INIT-0163,Reduce emissions from delivery and distribution by improving fleet efficiency before the journey,CCF-0163,CARD-0649,Supply Chain,Transport and Distribution,MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0278,INIT-0163,Reduce emissions from delivery and distribution by improving fleet efficiency before the journey,CCF-0163,CARD-0649,Supply Chain,Transport and Distribution,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0279,INIT-0163,Reduce emissions from delivery and distribution by improving fleet efficiency before the journey,CPF-0163,CARD-0650,Supply Chain,Transport and Distribution,MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0280,INIT-0163,Reduce emissions from delivery and distribution by improving fleet efficiency before the journey,CPF-0163,CARD-0650,Supply Chain,Transport and Distribution,MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0281,INIT-0163,Reduce emissions from delivery and distribution by improving fleet efficiency before the journey,CPF-0163,CARD-0650,Supply Chain,Transport and Distribution,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0282,INIT-0163,Reduce emissions from delivery and distribution by improving fleet efficiency before the journey,CTF-0163,CARD-0651,Supply Chain,Transport and Distribution,MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0283,INIT-0163,Reduce emissions from delivery and distribution by improving fleet efficiency before the journey,CTF-0163,CARD-0651,Supply Chain,Transport and Distribution,MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0284,INIT-0163,Reduce emissions from delivery and distribution by improving fleet efficiency before the journey,CTF-0163,CARD-0651,Supply Chain,Transport and Distribution,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0285,INIT-0163,Reduce emissions from delivery and distribution by improving fleet efficiency before the journey,CEF-0163,CARD-0652,Supply Chain,Transport and Distribution,MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0286,INIT-0163,Reduce emissions from delivery and distribution by improving fleet efficiency before the journey,CEF-0163,CARD-0652,Supply Chain,Transport and Distribution,MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0287,INIT-0163,Reduce emissions from delivery and distribution by improving fleet efficiency before the journey,CEF-0163,CARD-0652,Supply Chain,Transport and Distribution,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0288,INIT-0164,Reduce emissions from delivery and distribution by improving fleet efficiency during and after the journey,,,Supply Chain,Transport and Distribution,MISSING_CASE,DISPLAY_ONLY,OPEN,No case narrative or case source URL in Consolidate.
GAP-0289,INIT-0164,Reduce emissions from delivery and distribution by improving fleet efficiency during and after the journey,CCF-0164,CARD-0653,Supply Chain,Transport and Distribution,MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0290,INIT-0164,Reduce emissions from delivery and distribution by improving fleet efficiency during and after the journey,CCF-0164,CARD-0653,Supply Chain,Transport and Distribution,MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0291,INIT-0164,Reduce emissions from delivery and distribution by improving fleet efficiency during and after the journey,CCF-0164,CARD-0653,Supply Chain,Transport and Distribution,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0292,INIT-0164,Reduce emissions from delivery and distribution by improving fleet efficiency during and after the journey,CPF-0164,CARD-0654,Supply Chain,Transport and Distribution,MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0293,INIT-0164,Reduce emissions from delivery and distribution by improving fleet efficiency during and after the journey,CPF-0164,CARD-0654,Supply Chain,Transport and Distribution,MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0294,INIT-0164,Reduce emissions from delivery and distribution by improving fleet efficiency during and after the journey,CPF-0164,CARD-0654,Supply Chain,Transport and Distribution,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0295,INIT-0164,Reduce emissions from delivery and distribution by improving fleet efficiency during and after the journey,CTF-0164,CARD-0655,Supply Chain,Transport and Distribution,MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0296,INIT-0164,Reduce emissions from delivery and distribution by improving fleet efficiency during and after the journey,CTF-0164,CARD-0655,Supply Chain,Transport and Distribution,MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0297,INIT-0164,Reduce emissions from delivery and distribution by improving fleet efficiency during and after the journey,CTF-0164,CARD-0655,Supply Chain,Transport and Distribution,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0298,INIT-0164,Reduce emissions from delivery and distribution by improving fleet efficiency during and after the journey,CEF-0164,CARD-0656,Supply Chain,Transport and Distribution,MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0299,INIT-0164,Reduce emissions from delivery and distribution by improving fleet efficiency during and after the journey,CEF-0164,CARD-0656,Supply Chain,Transport and Distribution,MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0300,INIT-0164,Reduce emissions from delivery and distribution by improving fleet efficiency during and after the journey,CEF-0164,CARD-0656,Supply Chain,Transport and Distribution,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0301,INIT-0165,Reduce emissions from delivery and distribution by engaging with suppliers,,,Supply Chain,Transport and Distribution,MISSING_CASE,DISPLAY_ONLY,OPEN,No case narrative or case source URL in Consolidate.
GAP-0302,INIT-0165,Reduce emissions from delivery and distribution by engaging with suppliers,CCF-0165,CARD-0657,Supply Chain,Transport and Distribution,MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0303,INIT-0165,Reduce emissions from delivery and distribution by engaging with suppliers,CCF-0165,CARD-0657,Supply Chain,Transport and Distribution,MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0304,INIT-0165,Reduce emissions from delivery and distribution by engaging with suppliers,CCF-0165,CARD-0657,Supply Chain,Transport and Distribution,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0305,INIT-0165,Reduce emissions from delivery and distribution by engaging with suppliers,CPF-0165,CARD-0658,Supply Chain,Transport and Distribution,MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0306,INIT-0165,Reduce emissions from delivery and distribution by engaging with suppliers,CPF-0165,CARD-0658,Supply Chain,Transport and Distribution,MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0307,INIT-0165,Reduce emissions from delivery and distribution by engaging with suppliers,CPF-0165,CARD-0658,Supply Chain,Transport and Distribution,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0308,INIT-0165,Reduce emissions from delivery and distribution by engaging with suppliers,CTF-0165,CARD-0659,Supply Chain,Transport and Distribution,MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0309,INIT-0165,Reduce emissions from delivery and distribution by engaging with suppliers,CTF-0165,CARD-0659,Supply Chain,Transport and Distribution,MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0310,INIT-0165,Reduce emissions from delivery and distribution by engaging with suppliers,CTF-0165,CARD-0659,Supply Chain,Transport and Distribution,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0311,INIT-0165,Reduce emissions from delivery and distribution by engaging with suppliers,CEF-0165,CARD-0660,Supply Chain,Transport and Distribution,MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0312,INIT-0165,Reduce emissions from delivery and distribution by engaging with suppliers,CEF-0165,CARD-0660,Supply Chain,Transport and Distribution,MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0313,INIT-0165,Reduce emissions from delivery and distribution by engaging with suppliers,CEF-0165,CARD-0660,Supply Chain,Transport and Distribution,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0314,INIT-0166,Reduce emissions from customer delivery,,,Supply Chain,Transport and Distribution,MISSING_CASE,DISPLAY_ONLY,OPEN,No case narrative or case source URL in Consolidate.
GAP-0315,INIT-0166,Reduce emissions from customer delivery,CCF-0166,CARD-0661,Supply Chain,Transport and Distribution,MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0316,INIT-0166,Reduce emissions from customer delivery,CCF-0166,CARD-0661,Supply Chain,Transport and Distribution,MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0317,INIT-0166,Reduce emissions from customer delivery,CCF-0166,CARD-0661,Supply Chain,Transport and Distribution,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0318,INIT-0166,Reduce emissions from customer delivery,CPF-0166,CARD-0662,Supply Chain,Transport and Distribution,MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0319,INIT-0166,Reduce emissions from customer delivery,CPF-0166,CARD-0662,Supply Chain,Transport and Distribution,MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0320,INIT-0166,Reduce emissions from customer delivery,CPF-0166,CARD-0662,Supply Chain,Transport and Distribution,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0321,INIT-0166,Reduce emissions from customer delivery,CTF-0166,CARD-0663,Supply Chain,Transport and Distribution,MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0322,INIT-0166,Reduce emissions from customer delivery,CTF-0166,CARD-0663,Supply Chain,Transport and Distribution,MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0323,INIT-0166,Reduce emissions from customer delivery,CTF-0166,CARD-0663,Supply Chain,Transport and Distribution,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0324,INIT-0166,Reduce emissions from customer delivery,CEF-0166,CARD-0664,Supply Chain,Transport and Distribution,MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0325,INIT-0166,Reduce emissions from customer delivery,CEF-0166,CARD-0664,Supply Chain,Transport and Distribution,MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0326,INIT-0166,Reduce emissions from customer delivery,CEF-0166,CARD-0664,Supply Chain,Transport and Distribution,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0327,INIT-0167,Install EV Charging Infrastructure at Depots and Distribution Hubs,,,Supply Chain,Transport and Distribution,MISSING_CASE,DISPLAY_ONLY,OPEN,No case narrative or case source URL in Consolidate.
GAP-0328,INIT-0167,Install EV Charging Infrastructure at Depots and Distribution Hubs,CCF-0167,CARD-0665,Supply Chain,Transport and Distribution,MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0329,INIT-0167,Install EV Charging Infrastructure at Depots and Distribution Hubs,CCF-0167,CARD-0665,Supply Chain,Transport and Distribution,MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0330,INIT-0167,Install EV Charging Infrastructure at Depots and Distribution Hubs,CCF-0167,CARD-0665,Supply Chain,Transport and Distribution,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0331,INIT-0167,Install EV Charging Infrastructure at Depots and Distribution Hubs,CPF-0167,CARD-0666,Supply Chain,Transport and Distribution,MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
GAP-0332,INIT-0167,Install EV Charging Infrastructure at Depots and Distribution Hubs,CPF-0167,CARD-0666,Supply Chain,Transport and Distribution,MISSING_CALCULATION_METHOD,DISPLAY_ONLY,OPEN,No calculation / evidence-logic text in Consolidate.
GAP-0333,INIT-0167,Install EV Charging Infrastructure at Depots and Distribution Hubs,CPF-0167,CARD-0666,Supply Chain,Transport and Distribution,MISSING_EVIDENCE,DISPLAY_ONLY,OPEN,No source URL in the card evidence-link cell.
GAP-0334,INIT-0167,Install EV Charging Infrastructure at Depots and Distribution Hubs,CTF-0167,CARD-0667,Supply Chain,Transport and Distribution,MISSING_DISPLAY_VALUE,DISPLAY_ONLY,OPEN,Consolidate value cell is empty. Left empty on purpose.
