Requirement_Set_ID,Factor_ID,Card_ID,Initiative_ID,Factor_Bank,Formula_Type,Calculation_Expression,Primary_Output_Metric,Output_Unit_Rule,Scenario_Value_Source,Eligibility_Rule,Coverage_Default,Override_Rule,Missing_Input_Behaviour,Required_Input_Count,Total_Input_Count,Requirement_Status,Lifecycle_Status,Access_Classification,Factor_Availability,Version,Last_Reviewed,Source_Workbook,Source_Row
CRS-0394,CPF-0099,CARD-0394,INIT-0099,Carbon Factors,DISPLAY_PUBLISHED,"Avoided tCO₂e = Σ[(baseline energy/material use − post-change use) × lifecycle factor] ÷ 1,000.",Carbon abatement,the LED system installed through Light as a Service reduced electricity consumption by %,PUBLISHED_DISPLAY_VALUE,"All – particularly relevant for equipment-intensive operations such as hotels, contract caterers and breweries",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,100
CRS-0395,CTF-0099,CARD-0395,INIT-0099,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,Payback,Potential financial benefit from the start of the contract where the model avoids upfront,PUBLISHED_DISPLAY_VALUE,"All – particularly relevant for equipment-intensive operations such as hotels, contract caterers and breweries",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,100
CRS-0396,CEF-0099,CARD-0396,INIT-0099,Efficiency Factors,DISPLAY_PUBLISHED,"Coverage % = compliant or completed items ÷ eligible items × 100; track volume, quality, exceptions and cycle time.",Efficiency,the redesigned lighting fixtures were expected to last % longer than conventional fixtures; At,PUBLISHED_DISPLAY_VALUE,"All – particularly relevant for equipment-intensive operations such as hotels, contract caterers and breweries",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,100
CRS-0397,CCF-0100,CARD-0397,INIT-0100,Cost Factors,DISPLAY_PUBLISHED,Lifecycle saving = baseline purchase + energy + maintenance + consumables + disposal cost − alternative lifecycle cost.,Cost,Potential saving: approximately % versus equivalent new furniture,PUBLISHED_DISPLAY_VALUE,"All – particularly relevant for hotels, restaurants, pubs/bars and other businesses undertaking refurbishments or fit-outs",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,101
CRS-0398,CPF-0100,CARD-0398,INIT-0100,Carbon Factors,DISPLAY_PUBLISHED,"Avoided tCO₂e = Σ[(baseline energy/material use − post-change use) × lifecycle factor] ÷ 1,000.",Carbon abatement,More than tCO₂e was avoided through the reuse/refurbishment of more than furniture,PUBLISHED_DISPLAY_VALUE,"All – particularly relevant for hotels, restaurants, pubs/bars and other businesses undertaking refurbishments or fit-outs",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,101
CRS-0399,CTF-0100,CARD-0399,INIT-0100,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,ROI,because Crown Workspace reports refurbished/remanufactured items typically cost % less than,PUBLISHED_DISPLAY_VALUE,"All – particularly relevant for hotels, restaurants, pubs/bars and other businesses undertaking refurbishments or fit-outs",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,101
CRS-0400,CEF-0100,CARD-0400,INIT-0100,Efficiency Factors,DISPLAY_PUBLISHED,Waste reduction % = (baseline waste − current waste) ÷ baseline waste × 100; track waste per cover and avoided cost.,Efficiency,Crown Workspace has refurbished/remanufactured more than items and diverted over,PUBLISHED_DISPLAY_VALUE,"All – particularly relevant for hotels, restaurants, pubs/bars and other businesses undertaking refurbishments or fit-outs",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,101
CRS-0401,CCF-0101,CARD-0401,INIT-0101,Cost Factors,DISPLAY_PUBLISHED,Lifecycle saving = baseline purchase + energy + maintenance + consumables + disposal cost − alternative lifecycle cost.,Cost,Up to % lower purchase cost for refurbished/remanufactured ICT devices compared with new,PUBLISHED_DISPLAY_VALUE,"All – particularly relevant for equipment-intensive operations such as hotels, contract caterers, breweries and restaurants",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,102
CRS-0402,CPF-0101,CARD-0402,INIT-0101,Carbon Factors,DISPLAY_PUBLISHED,"Avoided tCO₂e = Σ[(baseline energy/material use − post-change use) × lifecycle factor] ÷ 1,000.",Carbon abatement,Approximately % lower carbon emissions for refurbished/remanufactured ICT devices compared,PUBLISHED_DISPLAY_VALUE,"All – particularly relevant for equipment-intensive operations such as hotels, contract caterers, breweries and restaurants",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,102
CRS-0403,CTF-0101,CARD-0403,INIT-0101,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,ROI,Defra reports savings of up to % compared with new ICT devices meaning a financial benefit,PUBLISHED_DISPLAY_VALUE,"All – particularly relevant for equipment-intensive operations such as hotels, contract caterers, breweries and restaurants",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,102
CRS-0404,CEF-0101,CARD-0404,INIT-0101,Efficiency Factors,DISPLAY_PUBLISHED,Waste reduction % = (baseline waste − current waste) ÷ baseline waste × 100; track waste per cover and avoided cost.,Efficiency,Environment Agency guidance prioritises reuse of whole appliances followed by reuse of,PUBLISHED_DISPLAY_VALUE,"All – particularly relevant for equipment-intensive operations such as hotels, contract caterers, breweries and restaurants",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,102
CRS-0405,CCF-0102,CARD-0405,INIT-0102,Cost Factors,DISPLAY_PUBLISHED,Annual net saving = annual units or tonnes changed × (baseline unit cost − new unit cost) − implementation and compliance cost.,Cost,For ; Red rated packaging is subject to a × modulation factor relative to the Amber,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,103
CRS-0406,CPF-0102,CARD-0406,INIT-0102,Carbon Factors,DISPLAY_PUBLISHED,"Avoided tCO₂e = (baseline material or activity × baseline factor − new activity × new factor) ÷ 1,000.",Carbon abatement,Packaging specific; no single carbon abatement factor should be applied,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,103
CRS-0407,CTF-0102,CARD-0407,INIT-0102,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,Payback,improved recyclability can increasingly provide a financial benefit: modulation begins in,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,103
CRS-0408,CEF-0102,CARD-0408,INIT-0102,Efficiency Factors,DISPLAY_PUBLISHED,Supplier coverage % = compliant suppliers or spend ÷ priority suppliers or addressable spend × 100; track response and action closure.,Efficiency,Track % of relevant paper/card packaging that is FSC certified or from recycled sources,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,103
CRS-0409,CCF-0103,CARD-0409,INIT-0103,Cost Factors,DISPLAY_PUBLISHED,Annual net saving = annual units or tonnes changed × (baseline unit cost − new unit cost) − implementation and compliance cost.,Cost,Product specific; no robust universal procurement saving should be assumed,PUBLISHED_DISPLAY_VALUE,"All – particularly relevant for hotels, restaurants, pubs/bars and contract caterers with high volumes of uniforms, linen and towels",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,104
CRS-0410,CPF-0103,CARD-0410,INIT-0103,Carbon Factors,DISPLAY_PUBLISHED,"Avoided tCO₂e = (baseline material or activity × baseline factor − new activity × new factor) ÷ 1,000.",Carbon abatement,alongside more than % lower energy use.; In the Hilton London Metropole example,PUBLISHED_DISPLAY_VALUE,"All – particularly relevant for hotels, restaurants, pubs/bars and contract caterers with high volumes of uniforms, linen and towels",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,104
CRS-0411,CTF-0103,CARD-0411,INIT-0103,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,Payback,Product specific,PUBLISHED_DISPLAY_VALUE,"All – particularly relevant for hotels, restaurants, pubs/bars and contract caterers with high volumes of uniforms, linen and towels",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,104
CRS-0412,CEF-0103,CARD-0412,INIT-0103,Efficiency Factors,DISPLAY_PUBLISHED,Waste reduction % = (baseline waste − current waste) ÷ baseline waste × 100; track waste per cover and avoided cost.,Efficiency,a British Cycling/StuffLife project rebranded just under kg of existing garments; As a,PUBLISHED_DISPLAY_VALUE,"All – particularly relevant for hotels, restaurants, pubs/bars and contract caterers with high volumes of uniforms, linen and towels",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,104
CRS-0413,CCF-0104,CARD-0413,INIT-0104,Cost Factors,DISPLAY_PUBLISHED,Annual net saving = baseline operating cost − post-change cost − implementation cost.,Cost,Product and system specific,PUBLISHED_DISPLAY_VALUE,"All – particularly relevant for hotels, restaurants, pubs/bars, contract caterers and other operations with high cleaning-product use",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,105
CRS-0414,CPF-0104,CARD-0414,INIT-0104,Carbon Factors,DISPLAY_PUBLISHED,"Enabled abatement = Σ verified supplier or sourcing reductions delivered; assign zero standalone tCO₂e to measurement, policy or certification alone.",Carbon abatement,Product specific; no robust universal carbon abatement factor should be applied,PUBLISHED_DISPLAY_VALUE,"All – particularly relevant for hotels, restaurants, pubs/bars, contract caterers and other operations with high cleaning-product use",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,105
CRS-0415,CTF-0104,CARD-0415,INIT-0104,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,Payback,Calculate simple payback as dosing/refill equipment and implementation cost ÷ annual chemical,PUBLISHED_DISPLAY_VALUE,"All – particularly relevant for hotels, restaurants, pubs/bars, contract caterers and other operations with high cleaning-product use",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,105
CRS-0416,CEF-0104,CARD-0416,INIT-0104,Efficiency Factors,DISPLAY_PUBLISHED,On-time delivery % = actions completed by due date ÷ actions due × 100; track overdue actions and cycle time.,Efficiency,Track chemical consumption per room/cover/m² cleaned packaging avoided dilution accuracy and,PUBLISHED_DISPLAY_VALUE,"All – particularly relevant for hotels, restaurants, pubs/bars, contract caterers and other operations with high cleaning-product use",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,105
CRS-0417,CCF-0105,CARD-0417,INIT-0105,Cost Factors,DISPLAY_PUBLISHED,Annual net saving = annual units or tonnes changed × (baseline unit cost − new unit cost) − implementation and compliance cost.,Cost,in paper related financial savings in the Leeds City Council case study alongside,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,106
CRS-0418,CPF-0105,CARD-0418,INIT-0105,Carbon Factors,DISPLAY_PUBLISHED,"Avoided tCO₂e = (baseline material or activity × baseline factor − new activity × new factor) ÷ 1,000.",Carbon abatement,Site specific,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,106
CRS-0419,CTF-0105,CARD-0419,INIT-0105,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,ROI,default double sided printing contributed to a % reduction in paper use at the Department for,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,106
CRS-0420,CEF-0105,CARD-0420,INIT-0105,Efficiency Factors,DISPLAY_PUBLISHED,Waste reduction % = (baseline waste − current waste) ÷ baseline waste × 100; track waste per cover and avoided cost.,Efficiency,Leeds City Council reduced its printer fleet by % and print volume by % in the first year,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,106
CRS-0421,CCF-0106,CARD-0421,INIT-0106,Cost Factors,DISPLAY_PUBLISHED,Annual net saving = annual units or tonnes changed × (baseline unit cost − new unit cost) − implementation and compliance cost.,Cost,Enabling initiative no universal direct cost saving,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,107
CRS-0422,CPF-0106,CARD-0422,INIT-0106,Carbon Factors,DISPLAY_PUBLISHED,"Avoided tCO₂e = (baseline material or activity × baseline factor − new activity × new factor) ÷ 1,000.",Carbon abatement,Enabling initiative carbon reduction depends on actions taken after identifying procurement,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,107
CRS-0423,CTF-0106,CARD-0423,INIT-0106,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,Payback,Typically medium term and organisation specific,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,107
CRS-0424,CEF-0106,CARD-0424,INIT-0106,Efficiency Factors,DISPLAY_PUBLISHED,Supplier coverage % = compliant suppliers or spend ÷ priority suppliers or addressable spend × 100; track response and action closure.,Efficiency,The GHG Protocol's Scope guidance provides methods for progressively improving the quality of,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,107
CRS-0425,CCF-0107,CARD-0425,INIT-0107,Cost Factors,DISPLAY_PUBLISHED,Annual margin impact = annual servings or volume switched × (new contribution/unit − baseline contribution/unit) − implementation cost.,Cost,Variable,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,108
CRS-0426,CPF-0107,CARD-0426,INIT-0107,Carbon Factors,DISPLAY_PUBLISHED,"Enabled abatement = Σ verified supplier or sourcing reductions delivered; assign zero standalone tCO₂e to measurement, policy or certification alone.",Carbon abatement,Not directly quantifiable as a generic tCOe saving,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,108
CRS-0427,CTF-0107,CARD-0427,INIT-0107,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,Payback,Typically months rather than years for initial certification depending on existing traceability,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,108
CRS-0428,CEF-0107,CARD-0428,INIT-0107,Efficiency Factors,DISPLAY_PUBLISHED,Supplier coverage % = compliant suppliers or spend ÷ priority suppliers or addressable spend × 100; track response and action closure.,Efficiency,% of priority category spend certified; certified product/volume share; number of categories,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,108
CRS-0429,CCF-0108,CARD-0429,INIT-0108,Cost Factors,DISPLAY_PUBLISHED,Annual margin impact = annual servings or volume switched × (new contribution/unit − baseline contribution/unit) − implementation cost.,Cost,No verified aggregate saving publicly disclosed,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,109
CRS-0430,CPF-0108,CARD-0430,INIT-0108,Carbon Factors,DISPLAY_PUBLISHED,"Enabled abatement = Σ verified supplier or sourcing reductions delivered; assign zero standalone tCO₂e to measurement, policy or certification alone.",Carbon abatement,Potentially positive especially when air freight is avoided,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,109
CRS-0431,CTF-0108,CARD-0431,INIT-0108,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,Payback,Menu/supplier changes can potentially be implemented within one or several menu cycles,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,109
CRS-0432,CEF-0108,CARD-0432,INIT-0108,Efficiency Factors,DISPLAY_PUBLISHED,"Coverage % = compliant or completed items ÷ eligible items × 100; track volume, quality, exceptions and cycle time.",Efficiency,% relevant spend/volume seasonal or regional; % fresh produce transported by air; food miles,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,109
CRS-0433,CCF-0109,CARD-0433,INIT-0109,Cost Factors,DISPLAY_PUBLISHED,Annual margin impact = annual servings or volume switched × (new contribution/unit − baseline contribution/unit) − implementation cost.,Cost,Pilot dependent,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,110
CRS-0434,CPF-0109,CARD-0434,INIT-0109,Carbon Factors,DISPLAY_PUBLISHED,"Enabled abatement = Σ verified supplier or sourcing reductions delivered; assign zero standalone tCO₂e to measurement, policy or certification alone.",Carbon abatement,Not inherently a carbon abatement initiative,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,110
CRS-0435,CTF-0109,CARD-0435,INIT-0109,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,Payback,A pilot could normally be assessed over one or more procurement/menu cycles,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,110
CRS-0436,CEF-0109,CARD-0436,INIT-0109,Efficiency Factors,DISPLAY_PUBLISHED,Supplier coverage % = compliant suppliers or spend ÷ priority suppliers or addressable spend × 100; track response and action closure.,Efficiency,# pilots completed; % converted to long term contracts; spend with SMEs/innovative suppliers,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,110
CRS-0437,CCF-0110,CARD-0437,INIT-0110,Cost Factors,DISPLAY_PUBLISHED,Annual margin impact = annual servings or volume switched × (new contribution/unit − baseline contribution/unit) − implementation cost.,Cost,Potential cost saving but recipe specific,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,111
CRS-0438,CPF-0110,CARD-0438,INIT-0110,Carbon Factors,DISPLAY_PUBLISHED,"Avoided tCO₂e = annual servings or volume switched × (baseline kgCO₂e/unit − new kgCO₂e/unit) ÷ 1,000.",Carbon abatement,High potential where plant rich dishes displace emissions intensive animal proteins,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,111
CRS-0439,CTF-0110,CARD-0439,INIT-0110,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,Payback,Menu changes can be introduced within normal menu development cycles,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,111
CRS-0440,CEF-0110,CARD-0440,INIT-0110,Efficiency Factors,DISPLAY_PUBLISHED,"Uplift % = (post-change share − baseline share) ÷ baseline share × 100; track margin, acceptance and carbon per serving.",Efficiency,% menu items plant based; plant based sales share; kgCO₂e/meal; plant based procurement volume,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,111
CRS-0441,CCF-0111,CARD-0441,INIT-0111,Cost Factors,DISPLAY_PUBLISHED,Annual margin impact = annual servings or volume switched × (new contribution/unit − baseline contribution/unit) − implementation cost.,Cost,No price premium or cost saving publicly disclosed by Shake Shack,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,112
CRS-0442,CPF-0111,CARD-0442,INIT-0111,Carbon Factors,DISPLAY_PUBLISHED,"Avoided tCO₂e = annual servings or volume switched × (baseline kgCO₂e/unit − new kgCO₂e/unit) ÷ 1,000.",Carbon abatement,The company does not publish a verified tCOe saving for the bun sourcing change,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,112
CRS-0443,CTF-0111,CARD-0443,INIT-0111,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,Payback,Procurement substitution could be implemented within a supplier contract or menu cycle subject,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,112
CRS-0444,CEF-0111,CARD-0444,INIT-0111,Efficiency Factors,DISPLAY_PUBLISHED,Supplier coverage % = compliant suppliers or spend ÷ priority suppliers or addressable spend × 100; track response and action closure.,Efficiency,% relevant spend/volume regenerative; tonnes sourced; % recipes/products converted; supplier,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,112
CRS-0445,CCF-0112,CARD-0445,INIT-0112,Cost Factors,DISPLAY_PUBLISHED,Annual margin impact = annual servings or volume switched × (new contribution/unit − baseline contribution/unit) − implementation cost.,Cost,Very low implementation cost where changes are limited to digital menus naming positioning or,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,113
CRS-0446,CPF-0112,CARD-0446,INIT-0112,Carbon Factors,DISPLAY_PUBLISHED,"Avoided tCO₂e = annual servings or volume switched × (baseline kgCO₂e/unit − new kgCO₂e/unit) ÷ 1,000.",Carbon abatement,Indirect but potentially material,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,113
