Evidence_ID,Source_Title,Source_Organisation,Source_Type,Source_URL,Locator,Evidence_Strength,Evidence_Status,Geography,Publication_Date,Publication_Year,Metadata_Completeness_Status,Linked_Factor_Count,Version,Last_Reviewed,Source_Workbook
CEVID-0186,carbontrust.com,carbontrust.com,WEB_PAGE,https://www.carbontrust.com/our-work-and-impact/guides-reports-and-tools/low-carbon-behaviour-change-the-ps300-million-opportunity,,,CURRENT,,,,INCOMPLETE,3,1.0,2026-08-18,Consolidate.xlsx
CEVID-0187,mdpi.com,mdpi.com,WEB_PAGE,https://www.mdpi.com/1996-1073/14/20/6523,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0188,sciencedirect.com,sciencedirect.com,WEB_PAGE,https://www.sciencedirect.com/science/article/pii/S2214629616300627,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0189,smsenergy.com,smsenergy.com,WEB_PAGE,https://www.smsenergy.com/about-us/case-studies/,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0190,stonegategroup.co.uk,stonegategroup.co.uk,WEB_PAGE,https://www.stonegategroup.co.uk/press/uks-largest-pub-company-removes-over-90000-single-use-bottles-from-its-waste-stream-as-part-of-circular-economy-drive/,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0191,link.springer.com,link.springer.com,WEB_PAGE,https://link.springer.com/article/10.1007/s12053-014-9261-y,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0192,gordonsllp.com,gordonsllp.com,WEB_PAGE,https://www.gordonsllp.com/mees-epcs-commercial-property/,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0193,coventry.gov.uk,coventry.gov.uk,WEB_PAGE,https://www.coventry.gov.uk/trading-standards/minimum-energy-efficiency-standards-mees-regulations-2015-non-domestic/print,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0194,bclplaw.com,bclplaw.com,WEB_PAGE,https://www.bclplaw.com/en-US/events-insights-news/non-domestic-mees-government-confirms-epc-b-target-for-larger-commercial-buildings.html,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0195,gov.uk,gov.uk,WEB_PAGE,https://www.gov.uk/government/consultations/non-domestic-private-rented-sector-minimum-energy-efficiency-standards-epc-b-implementation/outcome/minimum-energy-efficiency-standards-mees-in-the-non-domestic-private-rented-sector-interim-response,,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
CEVID-0196,sciencedirect.com,sciencedirect.com,WEB_PAGE,https://www.sciencedirect.com/science/article/abs/pii/S2352710225005960,,,CURRENT,,,,INCOMPLETE,3,1.0,2026-08-18,Consolidate.xlsx
CEVID-0197,assets.publishing.service.gov.uk,assets.publishing.service.gov.uk,PDF,https://assets.publishing.service.gov.uk/media/697876793fd50ac304b7979b/heat-network-zoning-proposals-overview-slidedeck.pdf,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0198,assets.publishing.service.gov.uk,assets.publishing.service.gov.uk,PDF,https://assets.publishing.service.gov.uk/media/6970ad6dec1d126584b9ef20/heat-network-zoning-government-response-to-2023-consultation.pdf,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0199,greengas.org.uk,greengas.org.uk,WEB_PAGE,https://www.greengas.org.uk/certificates/additionality,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0200,greengas.org.uk,greengas.org.uk,WEB_PAGE,https://www.greengas.org.uk/news/sbti-faq-on-market-based-reporting,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0201,ghgprotocol.org,ghgprotocol.org,WEB_PAGE,https://ghgprotocol.org/blog/interim-update-accounting-biomethane-certificates,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0202,eadt.co.uk,eadt.co.uk,WEB_PAGE,https://www.eadt.co.uk/news/26167278.suffolk-food-waste-deal-reydon-plant-plan-collapses/,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0203,greengas.org.uk,greengas.org.uk,WEB_PAGE,https://www.greengas.org.uk/certificates,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0204,aceee.org,aceee.org,PDF,https://www.aceee.org/files/proceedings/2013/data/papers/5_030.pdf,,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
CEVID-0205,eta.lbl.gov,eta.lbl.gov,WEB_PAGE,https://eta.lbl.gov/news/57582/superior-energy-performance-pro,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0206,50001ready.lbl.gov,50001ready.lbl.gov,WEB_PAGE,https://50001ready.lbl.gov/,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0207,iso.org,iso.org,PDF,https://www.iso.org/iso/iso_50001_energy_management_systems.pdf,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0208,energyadvicehub.org,energyadvicehub.org,WEB_PAGE,https://energyadvicehub.org/carbon-reduction-glossary/power-factor-correction/,,,CURRENT,,,,INCOMPLETE,3,1.0,2026-08-18,Consolidate.xlsx
CEVID-0209,beama.org.uk,beama.org.uk,PDF,https://www.beama.org.uk/static/uploaded/080037a7-4dd8-4776-a6a5abb0988269ba.pdf,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0210,beama.org.uk,beama.org.uk,PDF,https://www.beama.org.uk/static/uploaded/efbbfc81-0d8f-4947-9bde5b5a3366d1b4.pdf,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0211,powerquality.blog,powerquality.blog,WEB_PAGE,https://powerquality.blog/2022/03/18/power-factor-correction-estimating-financial-savings/,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0212,files.bregroup.com,files.bregroup.com,PDF,https://files.bregroup.com/breeam/briefingpapers/Delivering-Sustainable-Buildings-Savings-and-Payback-Office-Case-Study-BREEAM-NC-2018_BREEAM_BRE_115359_BriefingPaper.pdf,,,CURRENT,,,,INCOMPLETE,1,1.0,2026-08-18,Consolidate.xlsx
CEVID-0213,files.bregroup.com,files.bregroup.com,PDF,https://files.bregroup.com/breeam/briefingpapers/BREEAM-Briefing-Paper----The-Value-of-BREEAM--November-2016----123864.pdf,,,CURRENT,,,,INCOMPLETE,2,1.0,2026-08-18,Consolidate.xlsx
CEVID-0214,Source,sciencedirect.com,WEB_PAGE,https://www.sciencedirect.com/science/article/abs/pii/S0165410124000843,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0215,Source,sciencedirect.com,WEB_PAGE,https://www.sciencedirect.com/science/article/abs/pii/S0301479726008613,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0216,time.com,time.com,WEB_PAGE,https://time.com/collections/time100-climate-2024/7172407/ellen-jackowski/,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0217,Source,onlinelibrary.wiley.com,WEB_PAGE,https://onlinelibrary.wiley.com/doi/10.1002/bse.4332,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0218,Source,corporate.marksandspencer.com,WEB_PAGE,https://corporate.marksandspencer.com/newsroom/blog/reflections-plan-progress,,,CURRENT,,,,INCOMPLETE,8,1.0,2026-08-18,Consolidate.xlsx
CEVID-0219,Source,sse.com,WEB_PAGE,https://www.sse.com/news-and-views/2022/06/enhancing-climate-engagement-with-shareholders/,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0220,Source,stories.hilton.com,WEB_PAGE,https://stories.hilton.com/releases/hilton-celebrates-strong-year-of-positive-environmental-and-social-impact-recognized-for-seventh-consecutive-year-on-dow-jones-sustainability-indices,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0221,Source,publications.aaahq.org,WEB_PAGE,https://publications.aaahq.org/accounting-review/article-abstract/91/6/1697/3898/Corporate-Sustainability-First-Evidence-on?redirectedFrom=fulltext,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0222,Source,ghgprotocol.org,WEB_PAGE,https://ghgprotocol.org/corporate-standard,,,CURRENT,,,,INCOMPLETE,8,1.0,2026-08-18,Consolidate.xlsx
CEVID-0223,Source,accountingforsustainability.org,WEB_PAGE,https://www.accountingforsustainability.org/en/knowledge-hub/case-studies/sse-tcfd.html,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0224,Source,online.flippingbook.com,WEB_PAGE,https://online.flippingbook.com/view/129876575/27/,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0225,Source,corporate.marksandspencer.com,PDF,https://corporate.marksandspencer.com/sites/marksandspencer/files/2025-05/Marks-and-Spencer-Group-plc-ESG-Report-2025.pdf,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0226,Source,sciencebasedtargets.org,WEB_PAGE,https://sciencebasedtargets.org/news/9-in-10-companies-say-science-based-targets-deliver-positive-business-impact,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0227,Source,britishland.com,WEB_PAGE,https://www.britishland.com/news/british-land-sets-out-pathway-to-net-zero-carbon/,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0228,Source,london.gov.uk,WEB_PAGE,https://www.london.gov.uk/programmes-strategies/environment-and-climate-change/net-zero-energy/zero-carbon-accelerator/refit/success-story-university-west-london,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0229,Source,sciencebasedtargets.org,WEB_PAGE,https://sciencebasedtargets.org/blog/what-does-the-net-zero-standard-mean-for-science-based-targets,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0230,Source,sciencedirect.com,WEB_PAGE,https://www.sciencedirect.com/science/article/abs/pii/S026151771830205X,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0231,doee.dc.gov,doee.dc.gov,WEB_PAGE,https://doee.dc.gov/page/case-study-monaco-washington-dc,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0232,Source,sciencedirect.com,WEB_PAGE,https://www.sciencedirect.com/science/article/abs/pii/S030147972030712X,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0233,sciencedirect.com,sciencedirect.com,WEB_PAGE,https://www.sciencedirect.com/science/article/abs/pii/S0959652619311187,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0234,Source,smartpension.co.uk,WEB_PAGE,https://www.smartpension.co.uk/news-and-insights/default-growth-fund-emissions,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0235,smartpension.co.uk,smartpension.co.uk,WEB_PAGE,https://www.smartpension.co.uk/news-and-insights/100-sustainable-investments,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0236,Source,sciencedirect.com,WEB_PAGE,https://www.sciencedirect.com/science/article/abs/pii/S0959652621004601,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0237,sciencedirect.com,sciencedirect.com,WEB_PAGE,https://www.sciencedirect.com/science/article/abs/pii/S0959652617325568,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0238,Source,sciencedirect.com,WEB_PAGE,https://www.sciencedirect.com/org/science/article/abs/pii/S0972798125000213,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0239,sciencedirect.com,sciencedirect.com,WEB_PAGE,https://www.sciencedirect.com/science/article/abs/pii/S0278431919307996,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0240,Source,sciencedirect.com,WEB_PAGE,https://www.sciencedirect.com/science/article/pii/S1470160X2301631X,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0241,link.springer.com,link.springer.com,WEB_PAGE,https://link.springer.com/article/10.1007/s10551-024-05762-4,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0242,Source,frontiersin.org,WEB_PAGE,https://www.frontiersin.org/journals/environmental-science/articles/10.3389/fenvs.2026.1907357/full,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0243,gov.uk,gov.uk,WEB_PAGE,https://www.gov.uk/government/consultations/climate-related-transition-plan-requirements/transition-plan-requirements-implementation-routes-accessible-webpage,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0244,Source,ifrs.org,WEB_PAGE,https://www.ifrs.org/issued-standards/ifrs-sustainability-standards-navigator/ifrs-s2-climate-related-disclosures/,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0245,Source,gov.uk,WEB_PAGE,https://www.gov.uk/government/publications/environmental-reporting-guidelines-including-mandatory-greenhouse-gas-emissions-reporting-guidance,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0246,Source,iso.org,WEB_PAGE,https://www.iso.org/news/2026/04/iso-14001-2026-published,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0247,Source,greenkey.global,WEB_PAGE,https://www.greenkey.global/criteria,,,CURRENT,,,,INCOMPLETE,3,1.0,2026-08-18,Consolidate.xlsx
CEVID-0248,greenkey.global,greenkey.global,WEB_PAGE,https://www.greenkey.global/application-process,,,CURRENT,,,,INCOMPLETE,3,1.0,2026-08-18,Consolidate.xlsx
CEVID-0249,Source,packagingeurope.com,WEB_PAGE,https://packagingeurope.com/news/nestle-gives-update-on-sustainable-packaging-progress/10566.article,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0250,Source,tescoplc.com,WEB_PAGE,https://www.tescoplc.com/tesco-removes-one-billion-pieces-of-plastic/,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0251,Source,relondon.gov.uk,WEB_PAGE,https://relondon.gov.uk/resources/case-study-top-cuvee-refillable-wine-drop-by-drop,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0252,Source,tandfonline.com,WEB_PAGE,https://www.tandfonline.com/doi/full/10.1080/19397038.2021.1920644,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0253,Source,ihgplc.com,WEB_PAGE,https://www.ihgplc.com/en/news-and-media/news-releases/2019/end-of-the-road-for-bathroom-miniatures-as-ihg-opts-for-bulk-size--amenities-to-reduce-plastic-waste,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0254,Source,wrap.ngo,WEB_PAGE,https://www.wrap.ngo/resources/report/uk-plastics-pact-annual-report-2023/uk-plastics-pact-case-studies,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0255,Source,carbontrust.com,WEB_PAGE,https://www.carbontrust.com/news-and-insights/news/uk-catering-industry-missing-out-on-more-than-a-quarter-of-a-billion-pounds-in-energy-savings-every-year-warns-the-carbon-trust,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0256,Source,signify.com,WEB_PAGE,https://www.signify.com/en-in/our-company/news/press-release-archive/2015/20150416-Philips-provides-Light-as-a-Service-to-Schiphol-Airport,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0257,Source,wrap.ngo,WEB_PAGE,https://www.wrap.ngo/resources/case-study/crown-workspace-ltd-leading-way-office-furniture-reuse,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0258,Source,sustainableict.blog.gov.uk,WEB_PAGE,https://sustainableict.blog.gov.uk/2026/02/18/how-were-making-technology-procurement-more-sustainable/,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0259,Source,uk.fsc.org,WEB_PAGE,https://uk.fsc.org/packaging,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0260,Source,pciaw.org,WEB_PAGE,https://pciaw.org/hilton-london-metropole-hotel-the-sustainable-venue-of-pciaw-summit-awards/,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0261,Source,environment.ec.europa.eu,WEB_PAGE,https://environment.ec.europa.eu/topics/circular-economy-topics/eu-ecolabel/product-groups-and-criteria/cleaning_en,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0262,Source,gca.gov.uk,WEB_PAGE,https://www.gca.gov.uk/news/casestudy-leeds-city-council-becoming-the-best-with-less,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0263,Source,tescoplc.com,WEB_PAGE,https://www.tescoplc.com/sustainability/planet/protecting-nature/climate-change,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0264,Source,msc.org,WEB_PAGE,https://www.msc.org/en-au/media-centre-anz/media-releases/press-release/premier-inn-sets-fish-friendly-world-record-with-3-million-portions-of-sustainable-fish-and-chips,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0265,Source,greeneking.co.uk,WEB_PAGE,https://www.greeneking.co.uk/newsroom/net-zero-journey,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0266,Source,foodbuy.co.uk,WEB_PAGE,https://www.foodbuy.co.uk/news/foodbuy-group-brings-together-purpose-led-suppliers-through-pitch-social-event/,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0267,Source,planet.levy.co.uk,WEB_PAGE,https://planet.levy.co.uk/,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0268,Source,shakeshack.co.uk,WEB_PAGE,https://www.shakeshack.co.uk/2026/06/09/one-year-of-wildfarmed/,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0269,Source,wri.org,WEB_PAGE,https://www.wri.org/insights/its-all-name-how-boost-sales-plant-based-menu-items,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0270,Source,levy.co.uk,PDF,https://levy.co.uk/media/2akmcybi/levy_climate_impact_report_nov2025-min.pdf,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0271,Source,winnowsolutions.com,WEB_PAGE,https://www.winnowsolutions.com/mgm-macau-cuts-food-waste-29-with-winnow-food-waste-management-system?hsLang=en,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0272,Source,winnowsolutions.com,WEB_PAGE,https://www.winnowsolutions.com/lisbon-marriott-cuts-food-waste-by-50-with-winnows-ai-system?hsLang=en,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0273,Source,whitbread.co.uk,WEB_PAGE,https://www.whitbread.co.uk/sustainability/responsibility/responsible-sourcing/,,,CURRENT,,,,INCOMPLETE,24,1.0,2026-08-18,Consolidate.xlsx
CEVID-0274,Source,sciencebasedtargets.org,WEB_PAGE,https://sciencebasedtargets.org/standards-and-guidance,,,CURRENT,,,,INCOMPLETE,8,1.0,2026-08-18,Consolidate.xlsx
CEVID-0275,Source,sciencebasedtargets.org,WEB_PAGE,https://sciencebasedtargets.org/blog/new-supplier-engagement-guidance-unlocking-the-power-of-supply-chains-for-decarbonization,,,CURRENT,,,,INCOMPLETE,12,1.0,2026-08-18,Consolidate.xlsx
CEVID-0276,Source,sciencebasedtargets.org,WEB_PAGE,https://sciencebasedtargets.org/news/supply-change-sbti-launches-cop-call-to-action,,,CURRENT,,,,INCOMPLETE,12,1.0,2026-08-18,Consolidate.xlsx
CEVID-0277,Source,ghgprotocol.org,WEB_PAGE,https://ghgprotocol.org/corporate-value-chain-scope-3-standard,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0278,Source,corporate.mcdonalds.com,PDF,https://corporate.mcdonalds.com/content/dam/sites/corp/nfl/pdf/McDonalds_CDP_Response_Climate_Change_2023.pdf,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0279,Source,ros.gov.uk,WEB_PAGE,https://www.ros.gov.uk/about/publications/policy-and-guidelines/2024/green-travel-policy#two,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0280,Source,marstonspubs.co.uk,WEB_PAGE,https://www.marstonspubs.co.uk/news/marstons-ev-charging-leadership/,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0281,whitbread.co.uk,whitbread.co.uk,WEB_PAGE,https://www.whitbread.co.uk/its-electrifying-were-plugged-inn/,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0282,explorer-hotels.com,explorer-hotels.com,WEB_PAGE,https://www.explorer-hotels.com/en/angebote/climate-rate/,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0283,voltshare.co.uk,voltshare.co.uk,WEB_PAGE,https://www.voltshare.co.uk/case-studies,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
CEVID-0284,savemoneycutcarbon.com,savemoneycutcarbon.com,WEB_PAGE,https://www.savemoneycutcarbon.com/project/forest-holidays/,,,CURRENT,,,,INCOMPLETE,4,1.0,2026-08-18,Consolidate.xlsx
