Case_ID,Initiative_ID,Initiative_Name,Sort_Order,Title,Narrative,Source_Count,Source_Workbook,Source_Row
CASE-0087,INIT-0087,"Disclose climate-related information using recognised reporting frameworks (e.g. UK SRS, IFRS S2 and TCFD).",1,,"Climate Disclosure and Financial Performance – Empirical Evidence. A 2024 study of publicly listed companies found that greater transparency in carbon-emissions disclosure significantly lowered firms' implied cost of capital, with improved stock liquidity identified as an important mechanism. A separate 2025 international study covering 134 firms found that greater climate-change disclosure was associated with lower cost of capital and higher firm value. More recent research examining TCFD-aligned disclosure specifically found that quantitative climate disclosures were associated with significantly greater improvements in profitability and market valuation and lower financing costs than qualitative disclosures, with particularly strong benefits in industries where climate risk is financially material. Together, these studies provide evidence that meaningful and decision-useful climate disclosure can produce financial benefits for firms rather than serving solely as a compliance exercise.",1,Consolidate.xlsx,88
CASE-0088,INIT-0088,"Ensure compliance with applicable environmental legislation and reporting requirements (e.g. SECR, ESOS, Simpler Recycling, EPR and the Green Claims Code, where applicable).",1,,"UK Government environmental reporting guidance provides a structured basis for measuring and reporting environmental impacts. Use the official guidance as the methodological benchmark, then maintain a client-specific register covering all applicable obligations, evidence, owners and due dates.",1,Consolidate.xlsx,89
CASE-0089,INIT-0089,Implement an Environmental Management System (e.g. ISO 14001).,1,,"ISO 14001 provides the recognised environmental-management-system benchmark for identifying significant impacts, setting objectives, operating controls, auditing performance and driving continual improvement. Certification should validate the management system rather than be treated as a standalone performance outcome.",1,Consolidate.xlsx,90
CASE-0090,INIT-0090,"Pursue recognised sustainability certifications and voluntary commitments (e.g. Green Key, Green Tourism, B Corp, Race to Zero or The Climate Pledge)",1,,"Green Key provides an official criteria and application framework for hospitality sustainability certification. Use the scheme's audit and evidence requirements as the benchmark, while measuring the client's actual commercial and environmental outcomes separately.",2,Consolidate.xlsx,91
CASE-0091,INIT-0091,Establish a Management Information System to Track Sustainability KPIs Monthly,1,,"The GHG Protocol Corporate Standard provides a recognised structure for consistent greenhouse-gas accounting and inventory management. Use its accounting principles as the carbon-data foundation within the monthly MIS, supplemented by client controls for other sustainability KPIs.",1,Consolidate.xlsx,92
CASE-0092,INIT-0092,Reduce the volume and impact of packaging materials used.,1,,"Packaging Reduction Programme – Nestlé Nestlé reduced the weight of its total product packaging by 200,000 tonnes in 2022 and removed 14 billion packaging pieces, contributing to an estimated 280,000-tonne reduction in greenhouse gas emissions from packaging changes.",1,Consolidate.xlsx,93
CASE-0093,INIT-0093,Collaborate with suppliers to reduce packaging impacts across the supply chain,1,,"Supplier Packaging Collaboration – Tesco                                                      Tesco engaged 1,500 suppliers through its 4Rs approach to remove unnecessary packaging and difficult-to-recycle materials, resulting in one billion pieces of plastic being removed, a 3,480-tonne reduction in its annual packaging footprint, and more than 11,000 tonnes of difficult-to-recycle materials being eliminated.",1,Consolidate.xlsx,94
CASE-0094,INIT-0094,Use dispense or refill systems for drinks rather than single-use packaging,1,,"Refillable Wine System – Top Cuvée                                                                       Top Cuvée introduced a refillable wine system using kegged wine and reusable bottles at its London venues, generating approximately £29,000 in refillable wine sales over six months while avoiding more than 1,000 single-use wine bottles.",1,Consolidate.xlsx,95
CASE-0095,INIT-0095,Undertake life cycle assessment (LCA) of packaging to understand its full environmental impact,1,,"LCA-Informed Packaging Redesign – Household Appliance                                                                                                                                                                                                                             Researchers used Life Cycle Assessment to identify environmental hotspots and redesign packaging for a household appliance, resulting in an average reduction of approximately 30% across the assessed environmental impact categories, including a 68% reduction in land use and a 37% reduction in terrestrial ecotoxicity.",1,Consolidate.xlsx,96
CASE-0096,INIT-0096,Eliminate single-use plastic items from operations,1,,"Elimination of Bathroom Miniatures – IHG Hotels & Resorts                                                                                                         IHG committed to replacing bathroom miniatures with bulk-size amenities across more than 5,600 hotels and nearly 843,000 guest rooms, which was expected to eliminate approximately 200 million bathroom miniatures from use each year.",1,Consolidate.xlsx,97
CASE-0097,INIT-0097,Increase recycled content in packaging materials,1,,"Recycled Content in Bread Bags – Kingsmill                                                            Kingsmill introduced 30% post-consumer recycled content into selected bread bags through the UK Plastics Pact, removing the equivalent of more than two million virgin plastic bags from its supply chain since August 2021.",1,Consolidate.xlsx,98
CASE-0098,INIT-0098,Evaluate equipment purchases based on full life-cycle cost and environmental impact,1,,"Life-Cycle Approach to Catering Equipment – Carbon Trust The Carbon Trust identified that taking a more strategic approach to catering operations, including equipment selection and use, could reduce energy consumption by more than 30%, equivalent to more than £250 million in annual energy-cost savings and more than one million tonnes of carbon annually across the UK catering sector.",1,Consolidate.xlsx,99
CASE-0099,INIT-0099,Shift from equipment ownership to service or leasing models,1,,"Light as a Service – Schiphol Airport Schiphol Airport adopted a Light as a Service model for Lounge 2, paying for the light used while Philips retained ownership of 3,700 lighting fixtures and responsibility for their performance, durability and end-of-life reuse or recycling. The new LED system reduced electricity consumption by 50% compared with conventional lighting, while the redesigned fixtures were expected to last 75% longer.",1,Consolidate.xlsx,100
CASE-0100,INIT-0100,"Prioritise reused, refurbished and responsibly sourced furniture and fittings",1,,"Furniture Reuse and Refurbishment – Crown Workspace Crown Workspace refurbished and remanufactured more than 125,000 desks, chairs and other furniture items, diverting more than 2,800 tonnes of furniture into reuse and avoiding more than 7,100 tCO₂e compared with disposal and replacement with new furniture.",1,Consolidate.xlsx,101
CASE-0101,INIT-0101,"Extend equipment life and manage WEEE through repair, refurbishment, reuse and responsible recycling",1,,"Circular Technology Procurement – Defra Defra reported that refurbished and remanufactured technology devices can cost up to 40% less than new equivalents and deliver an estimated 44% reduction in carbon emissions compared with buying new, demonstrating the financial and carbon benefits of extending equipment life.",1,Consolidate.xlsx,102
CASE-0102,INIT-0102,Set responsible sourcing standards for packaging procurement,1,,"Responsible Paper and Packaging Sourcing – FSC FSC certification enables businesses to source paper and packaging from responsibly managed forests and/or recycled sources, while chain-of-custody certification provides traceability through the supply chain and evidence to support responsible sourcing requirements.",1,Consolidate.xlsx,103
CASE-0103,INIT-0103,Procure lower-impact staff uniforms and operational textiles,1,,"Lower-Impact Staff Uniforms – Hilton London Metropole Hilton London Metropole introduced staff uniforms made from organic and recycled materials, including recycled polyester produced from post-consumer plastics. The recycled polyester fabric was reported to use more than 50% less energy and around one-third less CO₂ than conventional PET production.",1,Consolidate.xlsx,104
CASE-0104,INIT-0104,Procure environmentally preferable cleaning products,1,,"EU Ecolabel Cleaning Products – European Commission EU Ecolabel criteria for cleaning products address environmental impacts including hazardous substances, sustainably sourced raw materials, packaging and fitness for use, providing businesses with a recognised framework for identifying lower-impact cleaning products while maintaining cleaning performance.",1,Consolidate.xlsx,105
CASE-0105,INIT-0105,Reduce office paper use and office consumables,1,,"Print Reduction Programme – Leeds City Council Leeds City Council rationalised its printer fleet and introduced more efficient print management, reducing print volume by 25% in the first year, avoiding 12,565,709 A4 sheets of paper and delivering approximately £61,570 in financial savings.",1,Consolidate.xlsx,106
CASE-0106,INIT-0106,Measure and reduce emissions from purchased goods and services,1,,"Supply Chain Emissions Programme – Tesco Tesco engages suppliers through its Supplier Network and requires major suppliers to report emissions data and establish climate targets, using supplier engagement to address emissions across its value chain and support progress towards its Scope 3 reduction targets.",1,Consolidate.xlsx,107
CASE-0107,INIT-0107,Adopt recognised certifications for key categories,1,,"Whitbread / Premier Inn: Premier Inn became the world’s largest MSC-certified hotel chain, with 635 locations certified and an additional 3 million portions of certified sustainable fish and chips expected to be served across the UK.",1,Consolidate.xlsx,108
CASE-0108,INIT-0108,Set targets to increase local/regional and seasonal sourcing to reduce transport emissions and support UK producers,1,,"Greene King: Working with Fresh Direct, Greene King committed to removing airfreighted fresh fruit and vegetables from menus across 1,600 managed pubs from Autumn/Winter 2025. Its fresh-produce purchasing exceeds 9 million kg annually.",1,Consolidate.xlsx,109
CASE-0109,INIT-0109,Pilot new sourcing models with innovative/smaller suppliers to diversify supply and de-risk from commodity volatility,1,,"Foodbuy Group: Its Pitch Social programme gives SMEs and purpose-led suppliers access to its foodservice procurement network. The 2026 event involved 18 suppliers and 100+ attendees, while Foodbuy reported cumulative spend with social enterprises had reached £25 million.",1,Consolidate.xlsx,110
CASE-0110,INIT-0110,Proportion of plant-based dishes on the menu,1,,"Levy UK & Ireland: Levy reports that 86% of dessert items are plant-based, with more than 60% of venues offering fully plant-based dessert menus. Procurement mass of plant-based milk and cream increased 414% between FY2019 and FY2024.",1,Consolidate.xlsx,111
CASE-0111,INIT-0111,Procure items sourced from ingredients grown using regenerative practices,1,,"Shake Shack UK: Shake Shack introduced Wildfarmed regenerative flour into potato buns across all UK locations. After one year it reported using 35 tonnes of regenerative flour, with 25% regenerative flour in every potato bun.",1,Consolidate.xlsx,112
CASE-0112,INIT-0112,Design the menu to highlight and nudge customers toward lower-carbon choices,1,,WRI UK food-service research: Changing the description of “Chickpea and Potato Curry” to “Mild and Sweet Chickpea and Potato Curry” increased stated ordering by 108%. WRI also cites research where flavour-focused descriptions increased selection by 41% compared with health-focused labels.,1,Consolidate.xlsx,113
CASE-0113,INIT-0113,Swap high-impact ingredients for lower-impact equivalents where they don't compromise the dish,1,,"Levy: Levy introduced its 50:50 beef-and-mushroom burger. Between FY2019 and FY2024, emissions associated with its beef-burger portfolio fell 71.5%. Levy also reports a plant-based panna cotta at QEII Centre producing 43% less CO2e per serving than its dairy version.",1,Consolidate.xlsx,114
CASE-0114,INIT-0114,Use nose-to-tail cooking to reduce waste from higher-impact proteins,1,,"MGM COTAI: Using food-waste data and improved butchery practices, MGM achieved a 66% reduction in butchery trimming waste by weight. Its kitchens also repurpose edible animal-protein offcuts.",1,Consolidate.xlsx,115
CASE-0115,INIT-0115,Adjust portion sizes and prep quantities based on waste data,1,,"Lisbon Marriott Hotel: After using food-waste data to change preparation and presentation, the hotel reduced food waste as a percentage of sales by 50% in nine months, generating approximately €31,000 annualised food-cost savings, avoiding 16.9 tonnes CO2e and saving the equivalent of 10,000 meals per year.",1,Consolidate.xlsx,116
CASE-0116,INIT-0116,Undertake a comprehensive review of emissions and sustainability risk across the supply chain (baseline assessment),1,,Whitbread applies an inherent risk assessment to 100% of suppliers before conducting more detailed assessment of higher-risk suppliers. Its responsible-sourcing approach demonstrates how a large hospitality operator can systematically screen its supply chain and prioritise higher-risk areas.,1,Consolidate.xlsx,117
CASE-0117,INIT-0117,Set a Scope 3 emissions reduction target (e.g. aligned to SBTi),1,,SBTi requires companies whose Scope 3 emissions exceed the relevant threshold to set Scope 3 targets; supplier-engagement and/or reduction targets should collectively cover at least 67% of total Scope 3 emissions under current criteria.,1,Consolidate.xlsx,118
CASE-0118,INIT-0118,"Establish a sustainable procurement policy, approved and sponsored at Board/ExCo level",1,,"Whitbread operates a responsible-sourcing framework with commodity-specific sourcing policies and supplier due diligence. Its responsible-sourcing page states that 100% of suppliers undergo inherent risk assessment, illustrating policy application across a large hospitality supply base.",1,Consolidate.xlsx,119
CASE-0119,INIT-0119,"Implement a regular cadence of touchpoints between procurement, sustainability, and category teams to drive Responsible Procurement priorities",1,,"SBTi supplier-engagement guidance highlights the need for internal alignment, clear ownership and structured programmes before and during supplier engagement. This provides an evidence base for regular cross-functional governance even where companies do not disclose meeting cadence publicly.",1,Consolidate.xlsx,120
CASE-0120,INIT-0120,Build sustainable procurement training and capability into the wider procurement team's professional development,1,,"SBTi cites AstraZeneca's supplier programme, which uses webinars, training, supplier resources and clear reporting expectations; the programme was associated with an 18% increase in suppliers reporting emissions to CDP.",1,Consolidate.xlsx,121
CASE-0121,INIT-0121,Collect sustainability data from suppliers,1,,"SBTi reports that AstraZeneca's structured supplier engagement—including reporting expectations, training and support—produced an 18% increase in suppliers reporting emissions to CDP.",1,Consolidate.xlsx,122
CASE-0122,INIT-0122,Conduct lifecycle assessments (LCA) and collect product carbon footprints on key commodities to understand emissions at ingredient level,1,,The GHG Protocol Scope 3 framework supports progressively improving purchased-goods data from secondary estimates toward supplier/product-specific information. SBTi supplier guidance similarly stresses better supplier emissions data as a foundation for value-chain action.,1,Consolidate.xlsx,123
CASE-0123,INIT-0123,Set supplier-facing requirements (Supplier codes of conduct) and communicate shared targets,1,,"SBTi cites AstraZeneca's clear supplier standards and reporting expectations. Its programme contributed to an 18% increase in suppliers reporting emissions to CDP, illustrating the effect of clear requirements combined with support.",1,Consolidate.xlsx,124
CASE-0124,INIT-0124,Use a supplier scorecard to track performance and prioritise engagement with material suppliers,1,,"SBTi supplier-engagement guidance recommends segmenting suppliers, setting clear expectations, tracking progress and adapting engagement based on supplier performance. This supports a scorecard approach even where a hospitality-specific quantified case is not publicly disclosed.",1,Consolidate.xlsx,125
CASE-0125,INIT-0125,"Provide a tailored supplier engagement strategy for material/priority suppliers (segmented by spend, risk, and emissions contribution)",1,,"SBTi supplier-engagement guidance provides a structured approach to evaluating suppliers, developing targets and implementing differentiated engagement programmes. AstraZeneca's supplier programme demonstrates the use of targeted resources and reporting expectations.",1,Consolidate.xlsx,126
CASE-0126,INIT-0126,"Incentivise supplier progress (e.g. preferred status, longer contracts)",1,,"SBTi supplier-engagement guidance recommends using procurement levers and structured engagement to motivate suppliers. Public hospitality-specific quantified results for preferred-status incentives are limited, so this is best treated as a guidance-backed mechanism rather than a quantified peer case.",1,Consolidate.xlsx,127
CASE-0127,INIT-0127,Co-invest with suppliers in decarbonisation or regenerative agriculture projects (e.g. insetting programmes),1,,"McDonald's and partners supported a five-year Nebraska regenerative-agriculture programme with a joint investment of US$8.5 million, targeting 100,000 acres and an estimated sequestration potential of 75,000 metric tonnes of carbon.",1,Consolidate.xlsx,128
CASE-0128,INIT-0128,"Map supply chains beyond Tier 1 (Tier 2/3, down to farm/origin level) for material (High-spend, high-carbon and/or high-risk commodities)",1,,"Whitbread uses commodity-specific sourcing requirements and supply-chain due diligence, including farm-assurance requirements for primary proteins and commitments linked to deforestation-risk commodities, demonstrating the importance of traceability beyond direct purchasing relationships.",1,Consolidate.xlsx,129
CASE-0129,INIT-0129,"Map exposure to forest-risk commodities (soy, palm oil, cocoa, coffee, beef/leather, rubber, timber/paper & packaging)",1,,"Whitbread publishes commodity-specific responsible-sourcing requirements covering palm oil, coffee, meat, fish and other priority products and has an SBTi no-deforestation commitment for its primary deforestation-linked commodity.",1,Consolidate.xlsx,130
CASE-0130,INIT-0130,Set a deforestation-free sourcing commitment and require traceability to origin,1,,"Whitbread states a commitment to no deforestation across its primary deforestation-linked commodity with a target date of 31 December 2025. It also publishes commodity-specific sourcing requirements, including RSPO palm oil and certified coffee.",1,Consolidate.xlsx,131
CASE-0131,INIT-0131,"Source certified sustainable commodities (e.g. RSPO for palm oil, Rainforest Alliance/UTZ or 4C for coffee and cocoa, FSC/PEFC for timber and paper-based packaging)",1,,"Whitbread reports that 100% of wild-caught fish served is MSC certified, 100% of UK coffee is Fairtrade or Rainforest Alliance certified, and it has targeted 100% RSPO-certified palm oil in own-recipe products by the end of 2025.",1,Consolidate.xlsx,132
CASE-0132,INIT-0132,Establish corporate travel policies that prioritise lower carbon transport,1,Guide to writing a sustainable travel policy - Culture for Climate Scotland,"The Culture for Climate Scotland guide explains how organisations should build a sustainable travel policy. It notes transport is the UK's largest emitting sector at roughly 30% of total emissions, and recommends a travel hierarchy from most to least carbon intensive, cars, shared vehicles, public transport, cycling, walking, applied when choosing how to travel. Key recommendations include replacing internal and short-haul flights with rail, avoiding travel altogether where video calls suffice, offering incentives like paid ""journey days"" for longer sustainable trips, and presenting sustainable versus conventional travel budget options when working with external partners. It also covers staff commuting, cycle to work schemes, flexible working, supplier and delivery choices, and separately addresses audience travel, which it notes is usually an organisation's largest travel emissions source despite sitting outside direct control. The guide closes by pointing to real published policy examples, including WWF UK's and Energy Saving Trust's, as models to reference.",1,Consolidate.xlsx,133
CASE-0133,INIT-0133,Provide infrastructure and incentives for low-carbon guest travel,1,Greene King_EV_Charging,"1. Greene King partnered with Evyve and has powered the roll-out of over 450 charging points as part of their commitment to enhancing the pub experience for their visitors while promoting sustainability. 2. Marston’s has demonstrated leadership in sustainable transport infrastructure, installing 459 rapid and ultra-fast EV chargers across 193 sites since launching its first charger in 2018. The initiative has made Marston’s the UK hospitality sector’s largest provider of rapid and ultra-fast EV charging, supporting customers while reducing transport-related emissions. 3. Whitbread — up to 1,000 GeniePoint rapid chargers with ENGIE, 600 committed over three years, across Premier Inn, Beefeater, Brewers Fayre. 4. Explorer Hotels — Guests booking the ""Climate Rate"" get an automatic 10% discount, always priced below the standard ""Special Rate"", but only if they arrive by train or bicycle rather than car. Guests simply show a valid train ticket at check-in to qualify.",3,Consolidate.xlsx,134
CASE-0134,INIT-0134,Commission specialist assessments for on-farm emissions hotspots in the top three commodities,1,,"Case named in source: Nestle X Klim. Execution: 2022 Pilot: Ten farmers provided operational data and collaborated with Klim agronomists to identify the most effective regenerative practices for their specific soil conditions.2023 Scale-up: The project expanded to 26 farmers, implementing these targeted practices across approximately 12,000 hectares.2024 Scope: The initiative grew to encompass 50 farmers, with plans to expand further into new regions and additional raw material streams.Core Practices: Participating farms adapted their management plans by introducing cover crops, reducing tillage, cutting back on chemical fertilisation, and diversifying crop rotations.System Process: Klim managed the data tracking and digital platform onboarding, delivering full Measurement, Reporting, and Verification (MRV) services to validate emission reductions. Impact: Sequestered and reduced approximately 14,000 tonnes of soil carbon across the project Enhanced biodiversity on 3,949 hectares Improved the long-term predictability and security of food production and agricultural supply chains Enhanced soil health, humus formation, water retention, and crop infiltration, protecting yields during drought periods",0,Consolidate.xlsx,135
CASE-0135,INIT-0135,Publish a biodiversity policy with named targets and owner,1,,Case named in source: EDF.,0,Consolidate.xlsx,136
CASE-0136,INIT-0136,Ensure compliance with Biodiversity Net Gain (BNG) requirements,1,,Case named in source: Aldi.,0,Consolidate.xlsx,137
CASE-0137,INIT-0137,Engage priority suppliers by spend on biodiversity and request a formal response within 90 days,1,,"Case named in source: Wallmart. Execution: Walmart executed this massive supply chain engagement initiative through a centralized digital infrastructure and a collaborative framework Launched under Project Gigaton, Walmart established a clear, time-bound ""North Star"" goal to eliminate one billion metric tons (a gigaton) of greenhouse gases from its global value chain by 2030 Rather than managing communications manually, Walmart deployed a dedicated online platform called the Sustainability Hub Walmart focused on co-creating solutions by supplying operational tools, training resources, and agronomic best practices directly to its vendor base Suppliers were formally engaged across key environmental impact areas, including raw material sourcing, waste reduction, packaging design, and sustainable agricultural practices Impact: Successfully onboarded and engaged more than 2,300 global suppliers, representing over $1 trillion in total sales volume Collaboratively avoided 230 million metric tons of emissions in a single year (2020) Walmart successfully captured data from its value chain—the critical area that typically represents 70% or more of a business's total carbon footprint Transitioning suppliers toward sustainable agriculture and renewable energy insulated Walmart's broader, long-term procurement pipeline from climate and resource scarcity risks",0,Consolidate.xlsx,138
CASE-0138,INIT-0138,Undertake a TNFD review,1,,Case named in source: TNFD.,0,Consolidate.xlsx,139
CASE-0139,INIT-0139,Fund a named biodiversity protection or restoration programme with annual investment and independent verification,1,,Case named in source: Soneva Foundation.,0,Consolidate.xlsx,140
CASE-0140,INIT-0140,Complete a water efficiency audit across all kitchen and bathroom fixtures and implement identified measures within 12 months,1,,"Case named in source: Hilton Texas. Execution: Project partners targeted the 470-guest room facility (built in 1968), focusing directly on sanitary fixtures which account for an average of 30 percent of a hotel's total water consumption In 2004, the hotel targeted single-pass water cooling by eliminating 22 water-cooled ice machines and replacing them with efficient, air-cooled hardware. Starting in 2007, the initiative systematically replaced older, inefficient bathroom hardware with independently certified WaterSense labeled or high-efficiency equivalents Contractors swapped out 525 toilets (shifting from 5.0 gallons per flush to a dual-flush 1.28/0.8 gpf setup), 616 faucet aerators (cutting flow from 2.2 gpm down to 1.5 gpm), and 479 showerheads (reducing flow from 2.5 gpm to 1.5 gpm) SAWS structured the project execution using rebate incentives and direct programmatic cost absorption, covering the $110,000 upgrade cost. Impact: Combined utility upgrades generated $160,000 in total savings per year across water, sewer, and energy expenses Cut water and sewer bills by $80,000 annually Lowered facility energy bills by $80,000 per year by avoiding 480,000 kilowatt-hours of electricity required to heat and pump water Reduced total water consumption by 49 percent, saving 26 million gallons (or 80 acre-feet) of water per year Successfully lowered the hotel's operational water intensity from an average of 209 gallons per room down to 107 gallons The total capital expenditure of $110,000 yielded a net payback period of less than two years",0,Consolidate.xlsx,141
CASE-0141,INIT-0141,"Complete a formal water risk assessment for all owned sites and top 10 suppliers by spend, with a mitigation plan for each identified risk",1,,"Case named in source: InterContinental Hotels Group. Execution: Advanced Digital Mapping: IHG partnered with external consultants to map water variables for all open and future pipeline properties using international standards, specifically the World Resources Institute (WRI) Aqueduct Water Risk Atlas.Granular Basin Profiling: The assessment isolated location-specific metrics, including baseline water stress, water depletion trends, drought risk, and coastal or riverine flood frequencies to identify which minor and major water basins properties rely upon.Value Chain Scaling: The operational boundary was extended beyond direct operations (owned and managed properties) to run identical risk screenings across their entire franchised estate (value chain partners).Long-Term Scenario Planning: Operational teams aligned data choices with IPCC Climate Change Projections and TCFD recommendations, looking out more than 6 years (projecting to 2050 horizons) to evaluate the long-term materiality of water risks under 1.5°C climate scenarios.Supplier Accountability Integration: Interventions were embedded directly into procurement workflows, requiring corporate and managed hotel vendors to pass a Sustainable Supplier Questionnaire and adhere to a strict Supplier Code of Conduct covering water stewardship, benchmarking, and circular technologies. Impact: Onboarded hotels successfully achieved a 13.4% absolute reduction in their total water footprint compared to the 2019 project baseline Implementing targeted water-efficiency green solutions across properties drove an average water consumption reduction of 21% per occupied room In the immediate reporting cycle, properties further optimised their infrastructure to drop per-room-night water consumption by 7.9% year-on-year Leveraging risk insights through IHG's online sustainability platform enabled the global estate to avoid $7.3 million in direct water utility costs in a single year (part of a broader $66.6 million total utilities cost avoidance) Funding and risk-prioritised interventions rolled out via NGO partnerships successfully reached and provided 15,000 people across high-risk countries (India, Indonesia, and Mexico) with clean water and sanitation access Expanded formal supplier alignment significantly, growing the volume of verified vendors bound by the Supplier Code of Conduct from 4,623 up to 5,523 signed suppliers",0,Consolidate.xlsx,142
CASE-0142,INIT-0142,Recycle rainwater and grey water,1,,"Case named in source: Abu Dhabi Premier Inn. Execution: The engineering network isolates and collects relatively low-pollutant wastewater exclusively from bathing and showering across all 300 guest rooms. Harvested greywater passes through an advanced ultrafiltration membrane system to mechanically trap impurities, organic compounds, and microorganisms Once processed to non-potable standards, the water is fed back into a separated plumbing loop to meet structural facility demands The recycled water is completely redirected to handle two specific high-volume, non-drinkable demands: restroom toilet flushing and landscape irrigation Impact: The facility successfully recycles and saves an average of 735,000 litres of water per month The intervention reduced the property’s total baseline monthly water consumption by 24% Successfully reduced total incoming water usage by an equivalent of 60 litres per hotel guest Reached an operational milestone where 100% of the toilets across the public and room restrooms operate entirely on recycled greywater",0,Consolidate.xlsx,143
CASE-0143,INIT-0143,Self-supply water direct from the wholesale water market,1,,"Case named in source: Multi Operator Joint Savings. Execution: Regulatory Licensing Direct Wholesaler Partnerships The business assumes in-house accountability for tasks typically handled by an external seller, including customer queries, automated meter reading (AMR) scheduling, and market settlement reconciliation Advanced logging hardware and smart telemetry are deployed across all physical property meters to secure clean, real-time consumption feedback loops Impact: Companies bypass third-party retail markups entirely, unlocking direct access to the protected baseline wholesale price guaranteed to commercial suppliers Strategic self-suppliers achieved an aggregate drop of 567Mn litres of water saved in a single year cycle, representing an immediate 5% reduction in total baseline consumption Data-driven leak fixes and water audits triggered by direct market visibility typically yield an extra 2% to 5% cost incentive purely from optimized consumption drops",0,Consolidate.xlsx,144
CASE-0144,INIT-0144,Complete supply chain water mapping covering top 5 commodities by estimated water use,1,,"Case named in source: Accor Group. Execution: Life Cycle Sourcing Assessments High-Risk Portfolio Segmentation Commodity categories were split into a three-tier risk index (standard, at risk, and high risk) based on raw volume, social/environmental criteria, customer-facing risk, and Accor’s direct market influence Third-Party Evaluation Standardisation Suppliers are legally required to sign the Procurement Charter 21 during onboarding. This contractually binds them to introduce low-flow plumbing components or ecological, non-polluting chemistry (such as ozone washing technologies) Targeted Supplier Auditin Impact: The tracking project successfully identified that 68% of Accor's total global water footprint is concentrated entirely within its Scope 3 value chain Mapping isolated that the procurement of food items for hotel bars and restaurants accounts for around 46% of that total footprint, pinpointing crop irrigation and livestock watering as major critical vulnerabilities Achieved a milestone where 100% of nominated suppliers successfully signed the Procurement Charter 21 Evaluated and mapped 97% of all high-risk and at-risk purchasing categories via EcoVadis, capturing data across 85% of total corresponding vendors Completed formal, independent SMETA water audits for 449 high-risk suppliers, representing 92% of the high-risk vendor base successfully prevented 657,367 meals from being wasted, indirectly saving the upstream virtual water used to grow them and avoiding 1,643 metric tons of CO2",0,Consolidate.xlsx,145
CASE-0145,INIT-0145,Use high-efficiency shower and faucet aerators,1,,"Case named in source: Oxmaint. Execution: Engineers walk every floor using a physical flow-bag kit. They log the current Gallons Per Minute (GPM) of every fixture into the CMMS asset register and gather 12 months of utility meter history to establish a clean baseline Maintenance teams replace standard bathroom faucet aerators (typically 1.5–2.2 GPM) with ultra-efficient 0.5 GPM units across all guest rooms Standard showerheads (2.5–3.0 GPM) are swapped out for 1.75–2.2 GPM EPA WaterSense-labeled units. Technicians check physical water pressure during installation to ensure guest spray perception is unchanged, logging the installation as a formal work order against the room asset Teams install low-cost dual-flush valves or flappers to reduce high-volume toilet flushes down to a 1.1/1.6 gallon configuration Engineers pull hourly sub-meter data to run a 14-day normalized comparison against the week 1 baseline, confirming the structural drop in consumption Rather than allowing savings to fade, the CMMS auto-assigns quarterly flow audits across a randomized 20% sample of rooms. Any fixture exceeding 110% of its rated specification immediately triggers a corrective work order to address clogs or drift Impact: Properties achieve an immediate 20% to 40% reduction in total water consumption within the first 12 months Swapping to a 0.5 GPM faucet aerator costs just $1.40 in materials per room. It saves $36 annually, yielding a full capital payback period of just 2 weeks Installing a 1.75 GPM showerhead costs $18.00 per room. It yields $58 in annual savings, paying for itself in 4 months Swapping out a 1.5 GPM aerator cuts water use by 0.7 GPM. Based on 12 minutes of daily use at 72% occupancy, a single 180-room property saves 370,000 gallons of water annually on faucets alone For a typical 150-room property, a comprehensive fixture retrofit delivers a full capital payback in under 15 months A 240-room full-service resort utilizing this exact workflow cut water consumption by 34%, dropping its annual water utility bill from $185,000 down to $122,000",0,Consolidate.xlsx,146
CASE-0146,INIT-0146,Optimise hot liquor use,1,,"Case named in source: 9White Beer. Execution: The brewery installed a large 3,000-litre insulated hot liquor tank to store and maintain water at optimal brewing temperatures, preventing heat dissipation. Upgraded engineering heat exchangers were integrated directly into the brewing line. This allows the system to recapture heat from hot wort during the cooling phase and transfer it back to pre-heat incoming cold brewing water. he brewery overhauled its chilled water infrastructure to fine-tune temperature control, reducing the raw energy required to cool down process fluids hermal processes were synchronized with an on-site 30 kWp rooftop solar PV array and smart energy management tools. This configuration enables the team to shift energy-intensive hot liquor heating cycles to times of peak solar generation Impact: Transitioning to index-linked wholesale electricity paired with smart thermal load shifting reduced energy costs by 40% The integrated rooftop solar array successfully supplies roughly 36% of the brewery's annual electricity use, generating up to 180 kWh per day during the summer The thermodynamic integration of the upgraded heat exchangers and the 3,000L tank immediately maximized solar energy use and reduced raw water consumption per litre of beer produced",0,Consolidate.xlsx,147
CASE-0147,INIT-0147,Optimise CIP wash temperature,1,,Case named in source: CIP.,0,Consolidate.xlsx,148
