Initiative_ID,Initiative_Name,Topic,Sub_Topic,Description,Why_Benefit,How_Text,KPI,Sector_Included,Sector_Not_Included,Source_Old_Initiative,Value_Card_Slots,Has_Case,Source_Workbook,Source_Sheet,Source_Row
INIT-0074,Set a Net Zero target.,Governance,Strategy,"Establish a formal commitment to achieve Net Zero greenhouse gas emissions by a specified year, supported by interim targets and a clearly defined organisational scope.","A clear Net Zero target provides long-term direction, strengthens accountability and enables organisations to plan investments, prioritise actions and monitor progress consistently.","Set a Board-approved Net Zero target based on the organisation's GHG inventory. Define the baseline year, target year, organisational boundary, emissions scope and interim milestones. Prioritise emissions reductions before relying on carbon removals and integrate targets into organisational strategy and reporting.","Board-approved Net Zero target with a specified target year and baseline, supported by quantified near-/medium-term targets. Monitor annual % emissions reduction against baseline and progress against the required target trajectory.",All,None,Set a Net Zero Strategy,4,YES,Consolidate.xlsx,工作表1,75
INIT-0075,Validate targets through SBTi.,Governance,Strategy,Submit emissions reduction targets for independent validation to ensure they are aligned with the latest climate science.,"Independent validation increases confidence that organisational targets are credible, robust and aligned with the global objective of limiting warming to 1.5°C.","Develop science-based emissions reduction targets covering Scope 1, Scope 2 and relevant Scope 3 emissions. Ensure targets meet current SBTi criteria before submission, respond to any validation feedback and update targets periodically as organisational activities change.",Obtain SBTi validation for applicable near- and/or long-term emissions-reduction targets. Track annual emissions performance against the validated target trajectory and maintain compliance with applicable SBTi requirements.,All,None,Have targets approved by the Science Based Targets Initiative,4,YES,Consolidate.xlsx,工作表1,76
INIT-0076,Integrate sustainability objectives and KPIs into business planning.,Governance,Strategy,"Embed sustainability objectives, measurable KPIs, budgets and responsibilities into business planning and operational decision-making.",Embedding sustainability into business planning ensures climate objectives become part of day-to-day decision-making rather than standalone initiatives.,"Integrate sustainability objectives into annual business plans and departmental objectives. Assign measurable KPIs, budgets, responsibilities and timelines, ensuring sustainability performance is monitored alongside financial and operational performance through regular management reviews.","100% of material sustainability objectives incorporated into annual business plans, with accountable owners, measurable KPIs and appropriate budgets. Review performance at least quarterly.",All,None,Connect sustainability goals and link sustainability KPIs to your annual operating plan.,4,YES,Consolidate.xlsx,工作表1,77
INIT-0077,Develop a long-term decarbonisation funding plan.,Governance,Strategy,Develop a multi-year financial plan identifying the investment required to deliver the Net Zero Strategy and how it will be funded.,Many decarbonisation projects require significant investment. Long-term financial planning ensures sufficient resources are available to deliver the transition effectively.,"Identify investment requirements for decarbonisation projects, prioritise projects based on emissions reduction potential and business value, align capital allocation with the Net Zero Strategy and regularly review funding requirements. Consider internal investment, green finance and external funding opportunities.",100% of priority decarbonisation projects have identified funding requirements and potential funding sources. Establish a multi-year decarbonisation budget and track annual capital allocated/deployed against the plan.,All,None,Establish a long-term decarbonisation funding plan,4,YES,Consolidate.xlsx,工作表1,78
INIT-0078,"Explore external grants, funding and incentives.",Governance,Strategy,Identify and access external financial support to accelerate decarbonisation projects and reduce implementation costs.,"External funding can improve project viability, accelerate implementation and reduce the financial burden associated with decarbonisation investments.","Monitor available grants, tax incentives, green finance opportunities and sector-specific funding programmes. Assess eligibility, prepare robust business cases and integrate successful funding into the organisation's wider investment programme.","Review relevant external funding opportunities at least quarterly. Track number/value of applications, success rate, £ external funding secured, % of eligible decarbonisation CAPEX externally funded and emissions reductions enabled by funded projects.",All,None,New initiative,4,YES,Consolidate.xlsx,工作表1,79
INIT-0079,Develop a carbon removals strategy and quality criteria.,Governance,Strategy,"Define when carbon removals may be used, establish acceptable removal methods and specify the quality criteria that removal projects must meet.","A robust carbon removals strategy ensures removals are used responsibly, maintains the credibility of Net Zero claims and reduces the risk of relying on low-quality carbon credits.","Quantify expected residual emissions after feasible reductions. Establish a removals policy and quality criteria covering issues such as additionality, durability/permanence, leakage, robust quantification, monitoring and independent verification. Establish governance for procurement and claims and periodically reassess the strategy as standards and technologies develop.","100% of removals used for Net Zero neutralisation meet the organisation's documented quality criteria. Track tonnes of residual emissions, tCO₂ permanently removed, removal durability and % of Net Zero progress achieved through direct reductions versus removals.",All,None,"Prioritise activity to reduce or remove carbon within your own value chain (""insetting"")",4,YES,Consolidate.xlsx,工作表1,80
INIT-0080,Involve your guests in sustainability initiatives- offer discounts for opting out of daily cleaning of the room-- ask them to give feedback on your activities,Governance,Strategy,Encourage guests to actively participate in sustainability initiatives that reduce the environmental impact of their stay while increasing awareness of the organisation's sustainability commitments.,"Guest behaviour can have a significant impact on energy use, water consumption, waste generation and laundry requirements within accommodation businesses. Engaging guests helps reduce operational environmental impacts while increasing awareness of sustainability, strengthening customer trust and supporting the organisation's wider sustainability and Net Zero objectives.","Develop guest-facing initiatives that encourage more sustainable behaviours throughout their stay. Examples include offering guests the option to opt out of daily housekeeping or towel and linen changes, promoting water and energy conservation, encouraging the use of refillable water stations and sustainable transport options, and communicating the environmental benefits of participation. Where appropriate, provide incentives such as loyalty points, food and beverage vouchers or charitable donations. Regularly collect guest feedback on sustainability initiatives and use insights to improve future programmes.","Achieve ≥50% participation in eligible towel/linen reuse or reduced-housekeeping programmes, while maintaining guest-satisfaction scores. Track avoided housekeeping services, laundry loads and estimated water/energy savings per occupied room.",All,None,New Initiaitve,4,YES,Consolidate.xlsx,工作表1,81
INIT-0081,"Provide sustainability training for your leadership team, operations and functional central support teams.",Governance,Staff,"Training designed to equip senior leaders and operations teams with the knowledge needed to oversee sustainability strategy, climate risks, targets and organisational accountability.","Training builds the knowledge and skills needed to deliver the organisation's sustainability strategy. It improves decision-making, strengthens accountability and helps embed sustainability into day-to-day operations and business planning.","Develop a structured sustainability training programme tailored to different roles across the organisation. Cover topics such as climate change, Net Zero, carbon emissions, energy efficiency, waste reduction, sustainable procurement, food waste (where applicable), relevant regulations and individual responsibilities. Include sustainability within employee onboarding, leadership development and mandatory refresher training, and monitor participation and training effectiveness.","≥90% of relevant employees complete sustainability training annually, with ≥80% achieving the required post-training knowledge score. Include sustainability training in 100% of relevant new-starter onboarding.",All,None,"Provide sustainability training for your leadership team, operations and functional central support teams.",4,YES,Consolidate.xlsx,工作表1,82
INIT-0082,Offer a sustainable pension to employees (Ideally make it the default choice),Governance,Staff,"Offer employees workplace pension investment options that incorporate environmental, social and governance (ESG) considerations, ideally making the sustainable option the default fund where appropriate.",Sustainable pension options allow employees to align their retirement savings with responsible investment principles while supporting investment in organisations and projects contributing to the transition to a low-carbon economy.,"Work with pension providers to identify sustainable investment options that align with recognised responsible investment principles. Clearly communicate available options to employees and consider making the sustainable fund the default option where permitted, while maintaining employee choice. Review pension providers and investment options periodically to ensure they continue to meet recognised sustainability standards.","100% of employees have access to a sustainable pension option. Where appropriate, establish a sustainable default and track % of employees invested in it. Require annual reporting on financed-emissions intensity and progress against the pension fund's climate targets.",All,None,Offer a sustainable pension to employees (Ideally make it the default choice),4,YES,Consolidate.xlsx,工作表1,83
INIT-0083,Understand employee sustainability expectations and strengthen engagement,Governance,Staff,Engage employees to understand their sustainability expectations and encourage active participation in delivering the organisation's sustainability objectives.,"Engaged employees are more likely to support sustainability initiatives, contribute new ideas and adopt more sustainable behaviours. Employee engagement also strengthens organisational culture, improves retention and reinforces the credibility of sustainability commitments.","Gather employee feedback through surveys, workshops, engagement sessions and regular communications to understand sustainability priorities and identify opportunities for improvement. Encourage employee participation through Green Teams, sustainability champions, volunteering initiatives, idea-sharing programmes and recognition schemes. Regularly communicate sustainability progress and demonstrate how employee feedback influences organisational decisions.",Conduct an employee sustainability survey at least annually and achieve ≥60% response rate. Establish employee sustainability representation across relevant functions/sites and track participation in sustainability initiatives. Respond formally to 100% of material themes identified through employee feedback.,All,None,Understand the shifting customer expectations of business and opportunities to build brand on sustainability credentials,4,YES,Consolidate.xlsx,工作表1,84
INIT-0084,Embed sustainability into employee roles and responsibilities,Governance,Staff,"Clearly define how sustainability contributes to individual roles and responsibilities, ensuring sustainability becomes part of day-to-day decision-making and performance.","Sustainability cannot be delivered by a single team alone. Embedding sustainability into individual roles creates shared ownership, strengthens accountability and ensures sustainability is considered in everyday operational and strategic decisions.","Identify how sustainability applies to different functions across the organisation, including operations, procurement, facilities, HR, finance, marketing and leadership. Update job descriptions, objectives and performance expectations where appropriate to reflect sustainability responsibilities. Ensure managers communicate expectations clearly and provide employees with the resources needed to fulfil their responsibilities.",100% of roles identified as materially influencing sustainability have documented sustainability responsibilities. Include measurable sustainability objectives in ≥90% of relevant employee/manager performance plans and review progress at least annually.,All,None,New Initiaitve,4,YES,Consolidate.xlsx,工作表1,85
INIT-0085,Recognizing and rewarding employees for their contributions to sustainability efforts can boost morale and motivation,Governance,Staff,"Establish formal mechanisms to recognise and, where appropriate, reward employees or teams that contribute to achieving sustainability objectives, implementing environmental improvements or developing innovative sustainability solutions.","Recognition reinforces desired behaviours, makes sustainability contributions visible and can strengthen employee motivation and participation. Well-designed rewards can encourage continued pro-environmental behaviour while demonstrating that sustainability performance is valued by the organisation.","Define clear eligibility and criteria linked to measurable sustainability outcomes or meaningful behaviours. Use a mix of non-financial recognition—such as awards, internal recognition and development opportunities—and proportionate financial or team incentives where appropriate. Reward both outcomes and the actions that produced them to avoid encouraging gaming of individual metrics. Communicate successful initiatives across the organisation.","Establish a formal sustainability recognition mechanism and review nominations at least annually or quarterly. Track number of recognised employees/teams, participation rate and environmental outcomes associated with rewarded initiatives. Aim for 100% of sustainability awards to be supported by measurable impact or verified contribution.",All,None,New Initiaitve,4,YES,Consolidate.xlsx,工作表1,86
INIT-0086,Develop and maintain a Climate Transition Plan.,Governance,Regulation,"Develop and maintain a Climate Transition Plan that outlines how the organisation will achieve its climate and Net Zero commitments through defined actions, governance, investment, timelines and performance monitoring.","A Climate Transition Plan provides a structured roadmap for achieving climate commitments and translating strategic ambitions into practical actions. It supports long-term decision-making, improves organisational resilience, strengthens investor and stakeholder confidence and ensures climate considerations are integrated into business planning and investment decisions.","Develop the plan in alignment with the organisation's sustainability strategy, GHG baseline and Net Zero targets. Identify material Scope 1, 2 and 3 emissions sources and corresponding decarbonisation levers. Define short-, medium- and long-term actions, responsible owners, required investment, implementation timelines and dependencies. Integrate the plan into business planning, financial planning, risk management and governance processes. Establish metrics and interim milestones, disclose progress regularly and update the plan when material changes in regulation, technology, business activity or performance occur.","Maintain a Board-approved Climate Transition Plan covering 100% of material Scope 1, 2 and relevant Scope 3 emissions. Assign accountable owners and timelines to 100% of priority actions and review progress against quantified interim targets at least annually.",All,None,New Initiaitve,4,YES,Consolidate.xlsx,工作表1,87
INIT-0087,"Disclose climate-related information using recognised reporting frameworks (e.g. UK SRS, IFRS S2 and TCFD).",Governance,Regulation,"Disclose climate-related governance, strategy, risks, opportunities, metrics and performance using recognised sustainability reporting frameworks to improve transparency and accountability.","Transparent climate reporting helps organisations demonstrate accountability, build trust with investors, customers and other stakeholders, and communicate progress towards sustainability objectives. Consistent reporting also supports better decision-making and prepares organisations for evolving reporting requirements.","Identify the reporting frameworks most appropriate to the organisation and establish processes for collecting, managing and verifying sustainability data. Report climate-related governance, risks, opportunities, emissions, targets and progress consistently using recognised frameworks. Ensure disclosures are supported by reliable evidence and review reporting processes regularly to improve data quality and meet evolving stakeholder expectations.","Publish climate-related disclosures annually in accordance with all applicable reporting requirements, covering governance, strategy, risk management and metrics/targets. Aim for 100% disclosure of applicable material requirements, track data completeness and obtain independent assurance over material climate metrics where proportionate and appropriate.",All,None,New initiative,4,YES,Consolidate.xlsx,工作表1,88
INIT-0088,"Ensure compliance with applicable environmental legislation and reporting requirements (e.g. SECR, ESOS, Simpler Recycling, EPR and the Green Claims Code, where applicable).",Governance,Regulation,"Establish a systematic process to identify, monitor and comply with applicable environmental legislation, sustainability reporting obligations and environmental claims guidance relevant to the organisation's activities.","Maintaining compliance reduces legal, financial and reputational risks while ensuring the organisation meets evolving regulatory requirements and stakeholder expectations. A proactive compliance process also strengthens governance and supports credible sustainability performance.","Identify applicable environmental legislation, reporting obligations and regulatory guidance based on the organisation's size, activities and locations. Assign responsibility for monitoring regulatory developments, implement processes to maintain compliance and regularly review legal obligations. Ensure environmental claims used in marketing and communications are accurate, evidence-based and supported by robust data to minimise greenwashing risks.",100% of applicable environmental obligations recorded with a named owner and evidence requirement; 0 overdue corrective actions; compliance status reviewed at least quarterly and after material regulatory changes.,All,None,New initiative,4,YES,Consolidate.xlsx,工作表1,89
INIT-0089,Implement an Environmental Management System (e.g. ISO 14001).,Governance,Regulation,"Implement an Environmental Management System (EMS) to systematically identify, manage, monitor and continually improve the organisation's environmental performance.","An Environmental Management System provides a structured framework for improving environmental performance, strengthening compliance, reducing environmental risks and embedding continuous improvement throughout the organisation. It also supports the delivery of broader sustainability and Net Zero objectives.","Establish an Environmental Management System appropriate to the organisation's size and activities. Identify significant environmental aspects and impacts, establish objectives and performance indicators, assign responsibilities, implement documented procedures and regularly monitor performance through audits and management reviews. Where appropriate, pursue ISO 14001 certification to demonstrate alignment with internationally recognised best practice.",100% of significant environmental aspects covered by documented controls and objectives; corrective actions closed by their due dates; at least 1 formal management review completed annually.,All,None,New initiative,4,YES,Consolidate.xlsx,工作表1,90
INIT-0090,"Pursue recognised sustainability certifications and voluntary commitments (e.g. Green Key, Green Tourism, B Corp, Race to Zero or The Climate Pledge)",Governance,Regulation,"Pursue recognised sustainability certifications and voluntary commitments that demonstrate environmental leadership, strengthen governance and provide independent recognition of sustainability performance.","Recognised certifications and voluntary commitments provide external validation of sustainability performance, strengthen stakeholder confidence and encourage continuous improvement. They can also enhance reputation, improve customer trust and support competitive differentiation within the hospitality sector.","Assess which certifications or voluntary commitments are most relevant to the organisation's activities and sustainability objectives. Conduct a gap analysis against certification requirements, implement necessary operational improvements and maintain evidence to demonstrate compliance. Review certification performance regularly and communicate achievements transparently while continuing to drive improvement.","100% of priority sites, products or business units assessed against the selected scheme; certification achieved and maintained for the approved scope; 100% of material non-conformities closed by their due dates.",All,None,New initiative,4,YES,Consolidate.xlsx,工作表1,91
INIT-0091,Establish a Management Information System to Track Sustainability KPIs Monthly,Governance,Regulation,"A system that captures environmental data across key topics and reviews it on a monthly basis, rather than only at annual reporting intervals.","Annual reporting is too slow to catch problems early. Monthly tracking lets a business identify variances in time to act, stay accountable to targets and direct management attention toward the initiatives with the greatest commercial and environmental impact.","Define a controlled monthly data calendar covering energy, carbon, water, waste, procurement and delivery KPIs. Assign a named owner and reviewer to each metric, automate source-data feeds where practical, investigate material variances and record corrective actions. Use one agreed calculation methodology and retain evidence for audit and annual disclosure.",12 monthly performance reviews completed each year; 100% of material KPIs submitted and approved by the monthly close; 100% of material variances assigned to an owner with a due date; 0 unexplained material variances at year-end.,All,None,New initiative,4,YES,Consolidate.xlsx,工作表1,92
INIT-0092,Reduce the volume and impact of packaging materials used.,Supply Chain,Packaging,"Reduce unnecessary primary, secondary and tertiary packaging while maintaining product protection, food safety and quality. Prioritise eliminating packaging first, followed by reducing material use and selecting lower-impact packaging where packaging remains necessary.","Reducing packaging at source lowers material consumption and waste generation and can reduce procurement, transport, storage and waste-management costs. It can also reduce packaging-related Scope 3 emissions and, for obligated UK producers, packaging EPR disposal fees.","Establish a baseline of packaging used by material and weight. Review primary, secondary and tertiary packaging to identify unnecessary components and opportunities to reduce weight, dimensions or material use without compromising food safety or product quality. Work with suppliers to trial lighter or simplified formats and prioritise reusable, recyclable or recycled-content alternatives where packaging cannot be eliminated. Track packaging use against the baseline and review specifications regularly.",Packaging intensity: kg packaging per unit/product/£ revenue. Packaging reduction: tonnes and % reduction in packaging against baseline. Packaging eliminated: number of packaging components/items removed. Financial: £ packaging procurement/EPR cost avoided annually. Carbon: tCO₂e avoided from packaging reductions.,All,None,"Optimise packaging materials - Reduce packaging materials used, and waste generated",4,YES,Consolidate.xlsx,工作表1,93
INIT-0093,Collaborate with suppliers to reduce packaging impacts across the supply chain,Supply Chain,Packaging,"Work collaboratively with suppliers to reduce the environmental impact of packaging associated with purchased goods, deliveries and customer-facing products, including through packaging elimination, reduction, reuse, recycled content and improved recyclability.","A significant proportion of packaging is determined upstream by suppliers rather than by hospitality businesses themselves. Supplier engagement can therefore identify packaging reductions that businesses cannot achieve independently, reducing packaging waste, associated Scope 3 emissions and potentially procurement, logistics, waste-management and EPR-related costs.","Identify suppliers responsible for the largest volumes of packaging and engage them to review packaging specifications. Agree opportunities to eliminate unnecessary packaging, reduce material use, increase recycled content and introduce reusable or returnable packaging. Incorporate packaging requirements into procurement specifications and supplier reviews, and track agreed reductions over time.",Supplier engagement: % of priority suppliers engaged on packaging reduction. Packaging reduction: tonnes and % packaging avoided through supplier initiatives. Reuse: % or number of deliveries using reusable/returnable packaging. Financial: £ annual savings generated through supplier packaging improvements. Carbon: tCO₂e avoided through implemented supplier packaging changes.,All,None,Engage and work with current suppliers to reduce the impact of packaging,4,YES,Consolidate.xlsx,工作表1,94
INIT-0094,Use dispense or refill systems for drinks rather than single-use packaging,Supply Chain,Packaging,"Replace individually packaged drinks with dispense, tap, keg or refill systems where feasible to reduce reliance on single-use bottles and cans.","Dispense and refill systems can reduce single-use packaging, associated carbon emissions and waste, while also reducing beverage purchasing, transport, storage and waste-management costs. High-volume hospitality operations may achieve particularly strong financial and environmental benefits.","Identify high-volume beverages currently purchased in single-use bottles or cans, such as water, soft drinks, beer and wine. Assess suitable alternatives including filtered water systems, post-mix soft drinks, draught beer and wine-on-tap or keg systems. Compare equipment, maintenance and operating costs against current purchasing and waste costs, trial suitable systems and monitor packaging, cost and carbon savings.",Single-use packaging avoided: number of bottles/cans avoided per year. Packaging reduction: kg/tonnes of packaging avoided. Financial: £ saving per drink and £ annual saving. Carbon: kg/tCO₂e avoided annually. Adoption: % of applicable drinks served through dispense/refill systems.,"All – particularly relevant for hotels, pubs, bars, restaurants, contract caterers and event venues",None,Use dispense options for drinks where possible,4,YES,Consolidate.xlsx,工作表1,95
INIT-0095,Undertake life cycle assessment (LCA) of packaging to understand its full environmental impact,Supply Chain,Packaging,"Assess the environmental impacts of packaging across its life cycle, including raw material extraction, manufacturing, transport and end-of-life, to identify packaging options with lower overall environmental impacts and avoid shifting impacts between life-cycle stages.","Packaging that appears more sustainable based on a single characteristic, such as weight or recyclability, may have greater impacts elsewhere in its life cycle. LCA enables businesses to compare packaging alternatives systematically and identify options that reduce overall environmental impacts while maintaining product protection, food safety and operational performance.","Prioritise high-volume or high-impact packaging formats for assessment. Define the scope and functional unit, collect data on packaging materials, manufacturing, transport and end-of-life, and compare alternative packaging options using recognised LCA methodology, software or specialist support. Use the findings alongside cost, food-safety and operational considerations when making packaging decisions.",Coverage: % of priority packaging formats assessed using LCA. Improvement: % reduction in lifecycle GHG emissions between existing and proposed packaging. Materials: kg of material avoided per packaging unit. Implementation: % of LCA recommendations implemented. Financial: % reduction in packaging costs following LCA-informed redesign.,All,None,Life cycle analysis (LCA) on packaging,4,YES,Consolidate.xlsx,工作表1,96
INIT-0096,Eliminate single-use plastic items from operations,Supply Chain,Packaging,"Eliminate avoidable single-use plastic items and packaging from operations and replace them with reusable or refillable alternatives where practical, while maintaining food safety, hygiene, product quality and customer experience.","Eliminating single-use plastics reduces material consumption, packaging waste and associated lifecycle emissions. Reusable and refillable alternatives can also reduce recurring purchasing and waste-management costs. In England, certain single-use plastic items are already banned or restricted, including plastic cutlery, drink stirrers and expanded/extruded polystyrene food and drink containers.","Audit single-use plastic items across operations and quantify annual usage by item and weight. Prioritise items that can be eliminated completely, followed by those that can be replaced with reusable or refillable systems. For example, replace hotel toiletry miniatures with bulk dispensers, bottled water with refill systems, and disposable serviceware with reusable alternatives. Update procurement specifications, engage suppliers and track reductions against the baseline.",Plastic eliminated: kg/tonnes of single-use plastic avoided annually. Items eliminated: number of single-use plastic items avoided annually. Reduction: % reduction in single-use plastic against baseline. Financial: £ annual purchasing/waste costs avoided. Carbon: tCO₂e avoided through elimination/reuse.,All – guest amenities particularly relevant for hotels and other accommodation providers,None,New Initiative,4,YES,Consolidate.xlsx,工作表1,97
INIT-0097,Increase recycled content in packaging materials,Supply Chain,Packaging,"Increase the proportion of recycled material used in packaging, including plastic, glass, aluminium, paper and cardboard, where food safety, quality and performance requirements allow.","Increasing recycled content reduces demand for virgin raw materials and can lower the lifecycle carbon footprint of packaging. For plastic packaging, it can also provide a financial benefit through the UK Plastic Packaging Tax where applicable.","Establish the current recycled content of key packaging formats and identify high-volume packaging with low or no recycled content. Work with packaging suppliers to increase recycled content while maintaining food safety, quality and performance. Prioritise high-volume materials and incorporate minimum recycled-content requirements into procurement specifications and supplier reviews.",Recycled content: % recycled content by packaging material. Virgin material avoided: tonnes/year. Coverage: % of packaging meeting minimum recycled-content requirements. Financial: £ Plastic Packaging Tax avoided where applicable. Carbon: tCO₂e avoided through substitution of virgin material.,"All – particularly relevant for breweries, pubs/bars and businesses using high volumes of packaged products",None,New initiative,4,YES,Consolidate.xlsx,工作表1,98
INIT-0098,Evaluate equipment purchases based on full life-cycle cost and environmental impact,Supply Chain,Capital Goods,"Evaluate equipment based on its total cost and environmental impact over its expected lifetime rather than purchase price alone, considering acquisition, energy and water consumption, maintenance, lifespan and end-of-life costs.","Equipment with a higher upfront cost may have a lower total cost of ownership and environmental impact if it uses less energy and water, requires less maintenance or lasts longer. Life-cycle costing helps businesses identify the option offering the best overall financial and environmental performance over its useful life.","For significant equipment purchases, compare shortlisted options using a standard life-cycle cost assessment. Include purchase and installation costs, expected energy and water consumption, maintenance and repair costs, expected lifespan and end-of-life costs or residual value. Where data are available, compare lifecycle carbon impacts alongside financial costs and incorporate LCC criteria into procurement decisions.",Coverage: % of significant equipment purchases assessed using LCC. Financial: £ lifetime cost and £ lifetime saving versus alternative equipment. Energy: kWh/year and lifetime kWh saved. Water: m³/year saved where relevant. Carbon: tCO₂e avoided over expected equipment life. Performance: expected equipment lifespan and maintenance cost/year.,"All – particularly relevant for hotels, contract caterers, restaurants and other equipment-intensive operations",None,Consider the full lifecycle costs and impacts of equipment at purchase,4,YES,Consolidate.xlsx,工作表1,99
INIT-0099,Shift from equipment ownership to service or leasing models,Supply Chain,Capital Goods,"Use service or leasing models instead of purchasing equipment outright where appropriate, with providers retaining responsibility for maintenance, performance, upgrades and end-of-life recovery or reuse.","Service and leasing models can reduce upfront capital requirements and transfer responsibility for equipment maintenance and end-of-life management to the provider. Where contracts incentivise durability, repair and reuse, they can also extend equipment life, reduce material consumption and support more circular asset management.","Identify equipment suitable for service or leasing models, such as lighting, coffee machines, laundry equipment, refrigeration and HVAC. Compare the whole-life cost and environmental impact of leasing/service contracts against outright purchase. Prioritise providers offering maintenance, repair, performance guarantees, upgrades and end-of-life take-back, reuse or recycling, and include these requirements in procurement contracts.","Adoption: % of suitable equipment under service/leasing models. Financial: £ upfront capital avoided and £ annual/lifetime cost versus ownership. Energy: kWh/year saved. Carbon: tCO₂e avoided. Circularity: % of equipment/materials returned for reuse, refurbishment or recycling at end of contract.","All – particularly relevant for equipment-intensive operations such as hotels, contract caterers and breweries",None,Switch from ownership to service leasing model,4,YES,Consolidate.xlsx,工作表1,100
INIT-0100,"Prioritise reused, refurbished and responsibly sourced furniture and fittings",Supply Chain,Capital Goods,"Prioritise the reuse, repair and refurbishment of existing furniture and fittings before purchasing new items. Where new products are required, select durable, repairable products made from recycled or responsibly sourced materials.","Reusing and refurbishing furniture extends asset life, avoids waste and reduces the need for new materials and manufacturing, lowering embodied carbon. It can also reduce procurement and disposal costs. Where new furniture is necessary, responsible sourcing can reduce environmental impacts and support more sustainable material supply chains.","Audit existing furniture and fittings before purchasing new items and identify what can be retained, repaired, refurbished or redistributed. Where additional furniture is required, consider reused or remanufactured products before buying new. For new purchases, prioritise durable and repairable products containing recycled or responsibly sourced materials and request recognised certification where relevant, such as FSC-certified timber. Incorporate reuse, durability, repairability and end-of-life requirements into procurement specifications.",Reuse: % of furniture requirements met through existing/reused/refurbished assets. Waste: number and tonnes of furniture items diverted from disposal. Financial: £ saved versus equivalent new furniture. Carbon: kg/tCO₂e avoided versus purchasing new. Responsible sourcing: % of new furniture meeting specified sustainability/certification requirements.,"All – particularly relevant for hotels, restaurants, pubs/bars and other businesses undertaking refurbishments or fit-outs",None,Responsibly source furniture and fittings,4,YES,Consolidate.xlsx,工作表1,101
INIT-0101,"Extend equipment life and manage WEEE through repair, refurbishment, reuse and responsible recycling",Supply Chain,Capital Goods,"Extend the useful life of electrical and electronic equipment through maintenance, repair, refurbishment and redeployment wherever practical. Where equipment can no longer be reused, ensure it is managed through appropriate WEEE recovery and recycling routes.","Extending equipment life delays replacement purchases, reduces demand for new equipment and avoids some of the embodied carbon associated with manufacturing new assets. Repair and refurbishment can also reduce procurement costs, while responsible WEEE management keeps reusable components and valuable materials in circulation and supports regulatory compliance.","Maintain an asset register and identify equipment suitable for maintenance, repair, refurbishment or internal redeployment before replacement. Compare repair/refurbishment costs with replacement costs and remaining useful life. Where equipment is no longer required, assess whether it can be reused or refurbished before treating it as waste. For genuine WEEE, use appropriate authorised collection/treatment routes and maintain records of equipment reused, refurbished and recycled.","Asset life: average equipment lifespan/years extended. Reuse: % of equipment repaired, refurbished or redeployed rather than replaced. Financial: £ avoided replacement expenditure. Carbon: tCO₂e avoided versus purchasing new equipment. WEEE: tonnes/% of end-of-life electrical equipment sent to appropriate reuse/recovery/recycling routes.","All – particularly relevant for equipment-intensive operations such as hotels, contract caterers, breweries and restaurants",None,Adopt a Circular approach for Waste Electrical and Electronic Equipment (WEEE),4,YES,Consolidate.xlsx,工作表1,102
INIT-0102,Set responsible sourcing standards for packaging procurement,Supply Chain,Procurement,"Establish procurement standards that prioritise packaging made from responsibly sourced, recycled or renewable materials and that is designed for recyclability, while maintaining food safety, product quality and regulatory compliance.","Responsible packaging procurement can reduce reliance on virgin materials, improve traceability and support more sustainable material supply chains. Certification can provide evidence that materials such as paper and cardboard originate from responsibly managed or recycled sources, while designing for recyclability can also reduce exposure to higher UK EPR fees.","Review packaging procurement specifications and establish minimum sustainability requirements by material. Require suppliers to provide evidence of material composition, recycled content and responsible sourcing, using recognised certification such as FSC for relevant paper/cardboard packaging. Include recyclability requirements in specifications and use the UK's Recyclability Assessment Methodology (RAM) where applicable. Review supplier compliance and update requirements as better packaging options become available.",Responsible sourcing: % of applicable packaging with recognised responsible-sourcing certification. Supplier compliance: % of packaging suppliers meeting procurement standards. Recyclability: % of packaging rated Green under RAM where applicable. Materials: % recycled/renewable content. Improvement: tonnes/% of non-compliant or poorly recyclable packaging replaced.,All,None,Opt for sustainably produced products made using eco-conscious methods and reclaimed materials,4,YES,Consolidate.xlsx,工作表1,103
INIT-0103,Procure lower-impact staff uniforms and operational textiles,Supply Chain,procurement,"Procure uniforms, linen, towels and other operational textiles with lower lifecycle impacts by prioritising durability, responsible or recycled materials, repairability, reuse and appropriate end-of-life recovery.","Textiles contribute to Scope 3 emissions through raw material production, manufacturing and end-of-life treatment. Selecting durable, lower-impact textiles and extending their useful life can reduce demand for virgin materials, avoid replacement purchases and reduce textile waste and associated carbon emissions.","Review procurement specifications for uniforms, linen, towels and other high-volume textiles. Prioritise durable products containing recycled or responsibly sourced fibres and request recognised certification where relevant, such as GOTS, GRS, OEKO-TEX or FSC for applicable fibres/materials. Include durability and repairability criteria in tenders, avoid unnecessary replacement, and establish systems to collect, repair, reuse, redistribute or recycle textiles at end of use.",Sustainable procurement: % of textile purchases meeting defined sustainability standards. Recycled/responsible content: % by weight. Asset life: average lifespan/replacement frequency of uniforms and linen. Reuse: % of textiles repaired/reused/redeployed. Waste: kg/tonnes of textiles diverted from disposal. Carbon: kg/tCO₂e avoided through reuse or lower-impact procurement.,"All – particularly relevant for hotels, restaurants, pubs/bars and contract caterers with high volumes of uniforms, linen and towels",None,New Initiative,4,YES,Consolidate.xlsx,工作表1,104
